qid,group,instruction_type,run,step,fact,label,raw
2hop__635544_110949,content,elaborate,0,1,Jogaila's representatives suggested it had been mutually altered.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The term ""natural-born-citizen"" is used in the U.S. Constitution.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The U.S. Constitution does not define ""natural-born-citizen"" within the document itself.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Early 21st-century constitutional scholars generally agree that natural-born citizens include those born within the United States, barring certain exceptions.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Early 21st-century constitutional scholars, supported by case law, generally agree that natural-born citizens include those born within the United States, barring certain exceptions.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"It is widely accepted that individuals who meet the legal requirements for U.S. citizenship at birth, regardless of place of birth, are also considered natural-born citizens.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Individuals who meet the legal requirements for U.S. citizenship at birth, regardless of place of birth, are also considered natural-born citizens.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,All U.S. Presidents to date have either been citizens at the time of the Constitution's adoption in 1789 or were born in the United States.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Seven Presidents have had at least one parent not born on U.S. soil.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Australia Day is celebrated annually on January 26.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Australia Day has evolved in significance and meaning over time.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The date marked the British proclamation of sovereignty over the eastern seaboard of Australia in 1788.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The date marked the British proclamation of sovereignty over the eastern seaboard of Australia in 1788, known then as New Holland.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"It was not until over a century later that the term ""Australia Day"" came into use.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The date has been known by various names historically.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The date has been known as ""Anniversary Day.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The date has been known as ""Foundation Day.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The date has been known as ""ANA Day.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The first official celebration commemorating the founding of New South Wales took place in 1818.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The first official celebration commemorating the founding of New South Wales was in 1818.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Australia's federation was on January 1, 1901.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Australia's federation sought a unified national day of unity and celebration.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"All states and territories adopted the term ""Australia Day"" for January 26.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,All states and territories consistently observed it as a public holiday from 1994 onwards.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,Giovanni Cifolelli was an Italian mandolin virtuoso.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Giovanni Cifolelli was a composer.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Giovanni Cifolelli's exact date of birth is unknown.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Giovanni Cifolelli's exact place of birth is unknown.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He debuted in Paris as a mandolin virtuoso in 17_64.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He was highly esteemed both as a performer and teacher.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"He published ""Method for the mandolin"" in Paris.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"""Method for the mandolin"" was immensely successful.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"""Method for the mandolin"" became the most popular mandolin method of its era.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Maureen Payne was a Test cricketer.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Maureen Payne was from South Africa.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Her birth date remains undisclosed.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,She passed away in 1997.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,She captained the South African team.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The South African team played a second Test series against New Zealand in 1971–72.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,She played in five Test matches.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,She claimed eight wickets.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"""Streams of Expression"" is the twentieth studio album by American jazz musician Joe Lovano.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"""Streams of Expression"" was released on the Blue Note label in 2006.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The album features a suite divided into five parts.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The suite is named ""Streams of Expression.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The album features a three-part suite titled ""Birth of the Cool.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The three-part suite is inspired by Miles Davis's work with his nonet in the late 1940s and early 1950s.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The album includes collaborations.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Pir Syed Muhammad Binyamin Rizvi was a Pakistani politician.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Pir Syed Muhammad Binyamin Rizvi was born on August 15, 1959.",NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,"Pir Syed Muhammad Binyamin Rizvi died on June 24, 2004.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Pir Syed Muhammad Binyamin Rizvi died following a brutal murder in Lahore.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He was the eldest son of Pir Syed Mohammad Yaqoob Shah.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He is buried next to his father.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He is buried in their hometown of Phalia.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"""La naissance d'Osiris,"" or ""The Birth of Osiris,"" is a one-act opera.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Jean-Philippe Rameau wrote ""La naissance d'Osiris,"" or ""The Birth of Osiris.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"""La naissance d'Osiris,"" or ""The Birth of Osiris"" was first performed on October 12, 1754.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"""La naissance d'Osiris,"" or ""The Birth of Osiris"" was performed to celebrate the birth of the future King Louis XVI.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The libretto was penned by Rameau's frequent collaborator Louis de Cahusac.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The libretto was styled as a ""ballet allégorique,"" or allegorical ballet.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The libretto was often categorized as an ""acte de ballet.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Jupiter announces the birth of the god Osiris.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The birth of the god Osiris symbolizes the baby prince.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,There is speculation about the origin of the piece.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The piece may have originated as part of a larger, unfinished work.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Sue Ryder was born on July 3, 1924.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Sue Ryder was a British philanthropist.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Sue Ryder's birth and death certificates say she was born on July 3, 1924.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"A plaque in Cavendish Church in Suffolk says Sue Ryder was born on July 3, 1924.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,She began her volunteer work with the First Aid Nursing Yeomanry at the age of 15.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,She lied about her age.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,She maintained this deception.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Pak Nam-gi was a prominent figure in North Korean politics.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Pak Nam-gi died in 2010.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,His exact birth date is uncertain.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Sources provide conflicting dates.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The conflicting dates are February 21, 1934, or sometime in 1928.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,William Shakespeare was born in Stratford-upon- Avon.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,William Shakespeare's father was John Shakespeare.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,William Shakespeare's mother was Mary Arden.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,William Shakespeare was an English playwright and poet.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"He was baptized on April 26, 15 64.",NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,"He is traditionally believed to have been born on April 23, the same date on which he died in 16 16.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He was the third of eight children.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He was the eldest surviving son.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,Conscription in Australia was introduced in 1964.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The National Service Act was introduced in 1964.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Conscription in Australia was based on a lottery system.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The lottery system was based on date of birth.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Conscription obligated males to serve two years of continuous full-time service.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Conscription obligated males to serve three years on the active reserve list.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The full-time service period was reduced.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Clara Morris was an American actress.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Clara Morris was born on March 17, 1949.",NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,Some sources suggest that Clara Morris was born in 1946.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,Some sources suggest that Clara Morris was born in 1948.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,She was known for her sharp wit.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,She was known for her acting prowess.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,Ratata is a Swedish pop band.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Ratata was formed in 1980.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Ratata initially functioned as a four-piece band.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Ratata transitioned into a duo in 1983.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The duo consists of vocalist Mauro Scocco and Johan Ekelund.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The duo disbanded in 1989.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The duo briefly reunited in 2002.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Yang Meng was the third son of Yang Xingmi.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Yang Meng was a figure of significance during the late Tang Dynasty.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,His birth date is not recorded.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,His older brother was born in 897.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,His younger brother was born in 900.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,His birth date is in the timeframe of 897 to 900.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Mauro Scocco is a Swedish pop artist.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Mauro Scocco has Italian ancestry.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Mauro Scocco was born on September 11, 1962.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He gained fame as a member of the duo Ratata.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He has continued as a solo artist since the duo's disbandment.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He collaborated with Plura Jonsson.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"They released a joint album as ""Mauro & Plura.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"Shirley Abicair was born in Melbourne, Victoria, Australia.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Shirley Abicair was born in 1935.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,2,Shirley Abicair was the only daughter of a distinguished Wing Commander in the Royal Australian Air Force (RAAF).,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,She completed her tertiary education in Australia.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,She moved to Britain at the age of 23 or 24.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"The Anno Domini era, or Common Era, commenced with the traditionally calculated year of Jesus Christ's birth.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"Dionysius Exiguus devised the Anno Domini era, or Common Era.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Dionysius Exiguus devised the Anno Domini era in 525 AD.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"This dating system, lacking a year zero, denotes years after the start as AD.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"This dating system, lacking a year zero, denotes years before as BC.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"Anno Domini, Latin for ""in the year of the Lord"", denotes years after the start.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"Before Christ, denotes years before.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Švitrigaila was a son of Algirdas.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Švitrigaila was a son of Uliana of Tver.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,2,Švitrigaila was an influential political figure.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,He first appeared in political documents as a witness to the Treaty of Dubysa in 1382.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,He appeared in political documents.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,He claimed to be a favored son of Algirdas.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Algirdas had made his eldest son Jogaila his heir.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Jogaila would later make Švitrigaila his successor.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Jogaila's representatives did not deny the claim.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Jogaila's representatives did not deny the claim outright.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"Jogaila's representatives did not deny the claim outright, suggesting a potential alteration of the original agreement.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"The term ""natural-born-citizen"" is used in the U.S. Constitution.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"The term ""natural-born-citizen"" is not explicitly defined in the U.S. Constitution.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Contemporary legal interpretation and case law have established that this term typically includes those born within the United States.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,This term typically includes those born within the United States.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"This term typically includes those born within the United States, excluding certain exceptions.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Individuals who meet the legal requirements for U.S. citizenship at birth are considered natural-born citizens.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"Individuals who meet the legal requirements for U.S. citizenship at birth, irrespective of their birthplace, are considered natural-born citizens.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,All U.S. Presidents to date have either been citizens at the time of the Constitution's adoption in 1789 or were born in the United States.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,All U.S. Presidents to date have either been citizens at the time of the Constitution's adoption in 1789.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,All U.S. Presidents to date have either been born in the United States.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,All U.S. Presidents to date have either been citizens at the time of the Constitution's adoption in 1789 or were born in the United States.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Seven Presidents have had at least one parent not born on U.S. soil.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Australia Day is observed annually on January 26.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Australia Day originally marked the British proclamation of sovereignty over the eastern seaboard of Australia (New Holland) in 1788.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Australia Day is observed annually on January 26.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"The term ""Australia Day"" became widely used in 1935.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,The day's significance has evolved over time.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Anniversary Day was one of the names for it.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Foundation Day was one of the names for it.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,ANA Day was one of the names for it.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,The first official celebration commemorating the founding of New South Wales took place in 1818.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,The first official celebration commemorating the founding of New South Wales was in 1818.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Australia's federation in 1901 sought a unified national day.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"All states and territories adopted ""Australia Day"" for January 26 by 1935.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,All states and territories consistently observing it as a public holiday from 1994 onwards.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,2,Giovanni Cifolelli is an Italian mandolin virtuoso and composer.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Giovanni Cifolelli's birthplace is unknown.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Giovanni Cifolelli's date of birth is unknown.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Giovanni Cifolelli made his debut in Paris in 1864.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,2,He was highly esteemed.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,2,"He authored the ""Method for the mandolin.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Maureen Payne was a Test cricketer from South Africa.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Maureen Payne's exact birth date remains undisclosed.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,She captained the South African team.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,The South African team played a second Test series against New Zealand in 1971–72.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,She played in five Test matches.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,She secured eight wickets in the Test matches.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,2,"""Streams of Expression,"" is the twentieth studio album by Joe Lovano.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"""Streams of Expression,"" was released on the Blue Note label.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"""Streams of Expression,"" was released in 2006.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,It features a suite divided into five parts.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,It features a three-part suite.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,It is inspired by Miles Davis's work with his nonet in the late 1940s and early 1950s.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,George Garzone is a collaborator.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Ralph Lalama is a collaborator.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Gary Smulyan is a collaborator.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Tim Hagans is a collaborator.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,George Garzone is on the album.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Ralph Lalama is on the album.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Gary Smulyan is on the album.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Tim Hagans is on the album.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"Pir Syed Muhammad Binyamin Rizvi was born on August 15, 1959, in Pakistan.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"Pir Syed Muhammad Binyamin Rizvi was murdered in Lahore on June 24, 2004.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Pir Syed Muhammad Binyamin Rizvi was the eldest son of Pir Syed Mohammad Yaqoob Shah.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,2,He is buried.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"""La naissance d'Osiris,"" a one-act opera by Jean-Philippe Rameau, premiered on October 12, 1754.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"""La naissance d'Osiris"" premiered to celebrate the birth of the future King Louis XVI.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Rameau and Louis de Cahusac wrote the ballet.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"The ballet was styled as a ""ballet allégorique.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Jupiter announced the birth of the god Osiris.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,2,Jupiter announced the birth of the god Osiris to a group of Egyptian shepherds.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,The group of Egyptian shepherds symbolized the baby prince.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"This work is sometimes thought to have been part of a larger, unfinished piece.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"The larger, unfinished piece is titled ""Les beaux jours de l'Amour.""",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Sue Ryder is a British philanthropist.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"Sue Ryder was born on July 3, 1924.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Sue Ryder began her volunteer work at 15.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Sue Ryder worked with the First Aid Nursing Yeomanry.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Sue Ryder lied about her age.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,She maintained this deception.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Pak Nam-gi was a significant figure in North Korean politics until his death in 2010.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Pak Nam-gi had conflicting reports about his birth date.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"Pak Nam-gi's birth date was either February 21, 1934, or sometime in 1928.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"William Shakespeare was born to John Shakespeare, a glove maker, and Mary Arden, a landowner's daughter.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,William Shakespeare was born in Stratford-upon-Avon.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"William Shakespeare was baptized on April 26, 1564.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"William Shakespeare traditionally believed to have been born on April 23, 1564.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,"William Shakespeare died on April 23, 1616.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,He was the third of eight children.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,He was the eldest surviving son.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,2,Conscription in Australia was introduced in 1964.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,The National Service Act was introduced in 1964.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Selection was made through a lottery system based on date of birth.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,2,Males were required to serve two years of continuous full-time service.,SUPPORTED,True
