qid,question,group,instruction_type,run,instruction_used,step,text,n_tokens
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,style,paraphrase,1,Reword this text.,2,"Ratata, a Swedish pop band, was established in 1980 with Mauro Scocco as its lead singer. Originally comprising four members, Ratata disbanded in 1983, but guitarist Johan Ekelund continued working with Scocco as a duo until 1989. The duo briefly reformed in 2002. Born on September 11, 1962, Mauro Scocco is a well-known Swedish pop artist of Italian descent, widely regarded as one of Sweden's most skilled songwriters. He began his career with Ratata and later formed a duo with Johan Ekelund after Ratata disbanded. Scocco has pursued a solo career since the breakup of Ratata and in 2014, he teamed up with Plura Jonsson to release an album under the name ""Mauro & Plura.""",170
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,style,paraphrase,1,Reword this text.,3,"Ratata, a Swedish pop group, was formed in 1980 with Mauro Scocco as the lead vocalist. Initially, the band consisted of four members but split up in 1983. However, Mauro Scocco and guitarist Johan Ekelund continued as a duo until 1989. Ratata briefly reunited in 2002. Mauro Scocco, born on September 11, 1962, is a renowned Swedish pop musician of Italian heritage, celebrated as one of Sweden's most talented songwriters. He launched his career with Ratata and later partnered with Johan Ekelund after the band's dissolution. Since Ratata's disbandment, Scocco has focused on a solo career and in 2014, he collaborated with Plura Jonsson to produce an album titled ""Mauro & Plura.""",169
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,style,paraphrase,2,,0,"Ratata (band). Ratata was a Swedish pop group fronted by Swedish vocalist Mauro Scocco formed in 1980. It functioned as a 4-piece band until 1983, when it was disbanded. But Johan Ekelund having played with the band briefly continued to cooperate with Scocco continuing as a duo until 1989. The duo had a brief comeback in 2002.

Mauro Scocco. Mauro Scocco (born 11 September 1962) is a Swedish pop artist of Italian descent. He has been described as ""one of the sharpest songwriters in Sweden"". Scocco was the singer for the pop group Ratata (1980–83) transformed into a duo with Johan Ekelund (1983–89). After Ratata, Scocco has continued as a solo artist since. In 2014, he cooperated with Plura Jonsson releasing a joint album as ""Mauro & Plura"".",202
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,style,paraphrase,2,Use different wording.,1,"Ratata was a Swedish pop band led by vocalist Mauro Scocco, established in 1980 and initially comprising four members. The group disbanded in 1983, but guitarist Johan Ekelund and Scocco continued as a duo until 1989. They had a brief reunion in 2002.

Mauro Scocco, born on September 11, 1962, is a Swedish pop artist of Italian heritage. Known for his songwriting skills, he was the frontman for Ratata, which later evolved into a duo with Johan Ekelund. After Ratata, Scocco pursued a solo career. In 2014, he collaborated with Plura Jonsson, releasing a joint album under the name ""Mauro & Plura.""",156
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,style,paraphrase,2,Use different wording.,2,"Ratata was a Swedish pop group fronted by singer Mauro Scocco, who formed the band in 1980 with three other musicians. The band split up in 1983, but Scocco and guitarist Johan Ekelund carried on as a duo until 1989. They briefly got back together in 2002.

Mauro Scocco, born on September 11, 1962, is a Swedish artist of Italian descent. He is renowned for his songwriting abilities and was the lead singer for Ratata, which later became a duo with Johan Ekelund. Following Ratata's disbandment, Scocco pursued a solo career. In 2014, he teamed up with Plura Jonsson to release a joint album titled ""Mauro & Plura.""",162
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,style,paraphrase,2,Use different wording.,3,"Ratata was a Swedish pop band led by vocalist Mauro Scocco, who founded the group in 1980 along with three other band members. The band disbanded in 1983, after which Scocco and guitarist Johan Ekelund continued as a duo until 1989. They briefly reformed in 2002.

Mauro Scocco, born on September 11, 1962, is a Swedish artist of Italian heritage. He is celebrated for his songwriting skills and was the main vocalist for Ratata, which later transformed into a duo with Johan Ekelund. After Ratata's breakup, Scocco pursued a solo career. In 2014, he collaborated with Plura Jonsson to produce a joint album titled ""Mauro & Plura.""",160
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,0,,0,"Ratata (band). Ratata was a Swedish pop group fronted by Swedish vocalist Mauro Scocco formed in 1980. It functioned as a 4-piece band until 1983, when it was disbanded. But Johan Ekelund having played with the band briefly continued to cooperate with Scocco continuing as a duo until 1989. The duo had a brief comeback in 2002.

Mauro Scocco. Mauro Scocco (born 11 September 1962) is a Swedish pop artist of Italian descent. He has been described as ""one of the sharpest songwriters in Sweden"". Scocco was the singer for the pop group Ratata (1980–83) transformed into a duo with Johan Ekelund (1983–89). After Ratata, Scocco has continued as a solo artist since. In 2014, he cooperated with Plura Jonsson releasing a joint album as ""Mauro & Plura"".",202
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,0,Make wording more concise.,1,"Ratata, a Swedish pop group (1980-1983), featured vocalist Mauro Scocco. It disbanded in 1983, but Scocco and Johan Ekelund continued as a duo until 1989. They briefly reunited in 2002. Scocco, born 11 September 1962, is a renowned Swedish songwriter. After Ratata, he pursued a solo career and collaborated with Plura Jonsson in 2014.",93
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,0,Make wording more concise.,2,"Ratata, a Swedish band (1980-1983), included Mauro Scocco. It disbanded in 1983, but Scocco and Johan Ekelund continued as a duo till 1989. They briefly reunited in 2002. Born on 11 September 1962, Scocco is a Swedish songwriter. Post-Ratata, he went solo and collaborated with Plura Jonsson in 2014.",90
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,0,Make wording more concise.,3,"Ratata, a Swedish band from 1980-1983, included Mauro Scocco. The band ended in 1983, but Scocco and Ekelund formed a duo until 1989. They briefly reunited in 2002. Born 11 September 1962, Scocco is a Swedish songwriter who went solo after Ratata, collaborating with Plura Jonsson in 2014.",84
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,1,,0,"Ratata (band). Ratata was a Swedish pop group fronted by Swedish vocalist Mauro Scocco formed in 1980. It functioned as a 4-piece band until 1983, when it was disbanded. But Johan Ekelund having played with the band briefly continued to cooperate with Scocco continuing as a duo until 1989. The duo had a brief comeback in 2002.

Mauro Scocco. Mauro Scocco (born 11 September 1962) is a Swedish pop artist of Italian descent. He has been described as ""one of the sharpest songwriters in Sweden"". Scocco was the singer for the pop group Ratata (1980–83) transformed into a duo with Johan Ekelund (1983–89). After Ratata, Scocco has continued as a solo artist since. In 2014, he cooperated with Plura Jonsson releasing a joint album as ""Mauro & Plura"".",202
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,1,Rephrase for clarity and conciseness.,1,"Ratata, originally a Swedish 4-piece pop band formed in 1980 with vocalist Mauro Scocco, transitioned to a duo with Johan Ekelund after disbanding in 1983. They performed together until 1989 and briefly reunited in 2002. Mauro Scocco, born on September 11, 1962, is a renowned Swedish pop artist of Italian origin, celebrated for his songwriting skills. Following Ratata, he continued as a solo artist, and in 2014, collaborated with Plura Jonsson on a joint album titled ""Mauro & Plura.""",126
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,1,Rephrase for clarity and conciseness.,2,"Ratata, originally a Swedish pop band formed in 1980 with Mauro Scocco, became a duo with Johan Ekelund in 1983 after disbanding. They performed together until 1989 and briefly reunited in 2002. Mauro Scocco, a celebrated Swedish-Italian songwriter born September 11, 1962, continued as a solo artist after Ratata. In 2014, he collaborated with Plura Jonsson on the joint album ""Mauro & Plura.""",104
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,1,Rephrase for clarity and conciseness.,3,"Ratata, originally a Swedish pop band formed in 1980 with Mauro Scocco, became a duo with Johan Ekelund in 1983. They performed as a duo until disbanding in 1989 and briefly reunited in 2002. Mauro Scocco, born September 11, 1962, continued his career as a solo artist after Ratata. In 2014, he collaborated with Plura Jonsson on their joint album ""Mauro & Plura.""",102
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,2,,0,"Ratata (band). Ratata was a Swedish pop group fronted by Swedish vocalist Mauro Scocco formed in 1980. It functioned as a 4-piece band until 1983, when it was disbanded. But Johan Ekelund having played with the band briefly continued to cooperate with Scocco continuing as a duo until 1989. The duo had a brief comeback in 2002.

Mauro Scocco. Mauro Scocco (born 11 September 1962) is a Swedish pop artist of Italian descent. He has been described as ""one of the sharpest songwriters in Sweden"". Scocco was the singer for the pop group Ratata (1980–83) transformed into a duo with Johan Ekelund (1983–89). After Ratata, Scocco has continued as a solo artist since. In 2014, he cooperated with Plura Jonsson releasing a joint album as ""Mauro & Plura"".",202
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,2,"Improve accuracy, clarity, and conciseness of language.",1,"Ratata was a Swedish pop band led by Mauro Scocco, active from 1980 to 1983. Initially a four-piece, it transitioned into a duo with Scocco and Johan Ekelund from 1983 to 1989. The duo briefly reunited in 2002. Mauro Scocco, born on 11 September 1962, is a Swedish artist of Italian heritage, renowned for his songwriting skills. Following Ratata, Scocco embarked on a solo career and in 2014, released an album with Plura Jonsson under the name ""Mauro & Plura"".",127
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,2,"Improve accuracy, clarity, and conciseness of language.",2,"Ratata, a Swedish pop duo, was active from 1980 to 1983, initially a four-piece band led by Mauro Scocco, who transitioned it into a duo with Johan Ekelund until 1989. The duo briefly reunited in 2002. Mauro Scocco, born on September 11, 1962, is a Swedish songwriter of Italian heritage. After Ratata, he pursued a solo career and, in 2014, released an album titled ""Mauro & Plura"" with Plura Jonsson.",115
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,shorten,2,"Improve accuracy, clarity, and conciseness of language.",3,"Ratata, a Swedish pop duo, was active from 1980 to 1983, initially a four-piece band. Mauro Scocco and Johan Ekelund transformed it into a duo until 1989. The duo briefly reunited in 2002. Mauro Scocco, born on September 11, 1962, is a Swedish songwriter of Italian heritage. After Ratata, he pursued a solo career and released ""Mauro & Plura"" with Plura Jonsson in 2014.",106
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,elaborate,0,,0,"Ratata (band). Ratata was a Swedish pop group fronted by Swedish vocalist Mauro Scocco formed in 1980. It functioned as a 4-piece band until 1983, when it was disbanded. But Johan Ekelund having played with the band briefly continued to cooperate with Scocco continuing as a duo until 1989. The duo had a brief comeback in 2002.

Mauro Scocco. Mauro Scocco (born 11 September 1962) is a Swedish pop artist of Italian descent. He has been described as ""one of the sharpest songwriters in Sweden"". Scocco was the singer for the pop group Ratata (1980–83) transformed into a duo with Johan Ekelund (1983–89). After Ratata, Scocco has continued as a solo artist since. In 2014, he cooperated with Plura Jonsson releasing a joint album as ""Mauro & Plura"".",202
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,elaborate,0,"Elaborate on the content, adding relevant details while staying faithful to the source text.",1,"Ratata, a Swedish pop group, was formed in 1980 and initially comprised a four-member lineup, with Mauro Scocco as the lead vocalist. The group enjoyed success for three years, but in 1983, Ratata disbanded. However, the creative partnership between Scocco and band member Johan Ekelund persisted, leading to a transformation into a successful duo. Together, Scocco and Ekelund continued to produce music until 1989, leaving an indelible mark on the Swedish music scene. They briefly reunited in 2002 for a comeback tour, delighting their fans once again with their signature sound.

Mauro Scocco, born on September 11, 1962, is a Swedish pop artist of Italian descent. Widely regarded as ""one of the sharpest songwriters in Sweden,"" Scocco's musical journey began with Ratata. He was the lead vocalist of the band from its inception in 1980 until its dissolution in 1983. Following the transformation into a duo with Johan Ekelund, Scocco continued to refine his craft. After the duo's run, he embarked on a successful solo career. His talent and influence on the Swedish music scene are further highlighted by his 2014 collaboration with Plura Jonsson, where they released a joint album as ""Mauro & Plura."" This collaboration showcases his enduring creativity and ability to adapt to new musical landscapes. Scocco's career, from his early days with Ratata to his contemporary endeavors, exemplifies his status as a pivotal figure in Swedish pop music.",322
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,elaborate,0,"Elaborate on the content, adding relevant details while staying faithful to the source text.",2,"Ratata, a pioneering Swedish pop group, was formed in 1980 with an initial four-member lineup, led by the talented vocalist Mauro Scocco. The group quickly found success, enjoying three years of popularity before disbanding in 1983. The partnership between Scocco and fellow band member Johan Ekelund, however, proved to be a creative force that would not be easily extinguished. Their collaboration led to the formation of a successful duo, and together they continued to produce music that left an indelible mark on the Swedish music scene. From 1980 to 1989, their work was celebrated and had a lasting impact.

Mauro Scocco, born on September 11, 1962, is a Swedish pop artist of Italian descent, widely hailed as one of Sweden's sharpest songwriters. His musical journey began with Ratata, where he served as the lead vocalist from 1980 until the band's disbandment in 1983. After Ratata's dissolution, Scocco and Ekelund transformed into a dynamic duo, further honing their musical skills and exploring new sonic territories. Their partnership ended in 1989, but Scocco's musical career did not. He embarked on a successful solo career, establishing himself as a staple in the Swedish music scene.

Scocco's influence and creativity are further evidenced by his work beyond Ratata. In 2002, he and Ekelund briefly reunited for a comeback tour, reviving the group's signature sound and delighting fans once again. Scocco's career continued to evolve, and in 2014, he collaborated with Plura Jonsson to release a joint album under the name ""Mauro & Plura."" This collaboration highlighted his enduring creativity and adaptability to new musical landscapes.

From his days with Ratata to his contemporary endeavors, Mauro Scocco has left an indelible mark on the Swedish music scene. His role as a lead vocalist in Ratata, his successful duo with Ekelund, and his subsequent solo career have all contributed to his status as a pivotal figure in Swedish pop music. His work continues to inspire, and his legacy as a songwriter and performer is celebrated across the country.",456
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,elaborate,0,"Elaborate on the content, adding relevant details while staying faithful to the source text.",3,"Ratata, a pioneering Swedish pop group, was formed in 1980 with an initial lineup of four members, led by the talented vocalist Mauro Scocco. This group quickly rose to fame, enjoying widespread popularity for three years until its disbandment in 1983. Mauro Scocco, born on September 11, 1962, to an Italian-Swedish family, is a distinguished pop artist who has significantly influenced the Swedish music industry. His tenure as the lead vocalist of Ratata marked the beginning of a stellar career.

The partnership between Mauro Scocco and fellow band member Johan Ekelund was a powerful creative force, leading them to form a successful duo after Ratata's disbandment in 1983. This duo continued to produce music that left an indelible mark on the Swedish music scene. From 1980 to 1989, their work was celebrated and had a lasting impact. Their musical journey together was marked by innovation and exploration of new sounds.

Mauro Scocco's musical prowess extended beyond his initial success with Ratata. Following the duo's end in 1989, Scocco embarked on a successful solo career, firmly establishing himself as a staple in the Swedish music scene. His talent and versatility were further showcased in 2002 when he and Ekelund briefly reunited for a comeback tour, reviving the group's signature sound and delighting fans anew. Scocco's adaptability and creativity were again highlighted in 2014 with the release of a joint album titled ""Mauro & Plura,"" recorded alongside Plura Jonsson.

Throughout his career, Mauro Scocco has been a force for innovation and inspiration within the Swedish music industry. His role as the lead vocalist in Ratata, his fruitful collaboration with Ekelund, and his flourishing solo career have all contributed to his status as a pivotal figure in Swedish pop music. Scocco's work continues to inspire musicians across the country, and his legacy as a songwriter and performer is celebrated and revered. His influence is evident not only in his enduring popularity but also in the numerous artists he has inspired throughout the years.",437
2hop__635544_110949,What is the date of birth of the person who was part of Ratata?,content,elaborate,1,,0,"Ratata (band). Ratata was a Swedish pop group fronted by Swedish vocalist Mauro Scocco formed in 1980. It functioned as a 4-piece band until 1983, when it was disbanded. But Johan Ekelund having played with the band briefly continued to cooperate with Scocco continuing as a duo until 1989. The duo had a brief comeback in 2002.

Mauro Scocco. Mauro Scocco (born 11 September 1962) is a Swedish pop artist of Italian descent. He has been described as ""one of the sharpest songwriters in Sweden"". Scocco was the singer for the pop group Ratata (1980–83) transformed into a duo with Johan Ekelund (1983–89). After Ratata, Scocco has continued as a solo artist since. In 2014, he cooperated with Plura Jonsson releasing a joint album as ""Mauro & Plura"".",202
