qid,group,instruction_type,run,step,fact,original_label,label,reason,evidence_match
2hop__14092_8311,content,elaborate,0,1,These prominent families were involved in industry.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about prominent families being involved in industry cannot be verified or rejected based solely on the ground truth, which does not provide specific information about their involvement in industry.",none
2hop__14092_8311,content,elaborate,0,1,Zhao Yingqi became king.,NOT_SUPPORTED,CONTRADICTION,"The claim states that Zhao Yingqi became king, while the ground truth indicates that his eldest son, Zhao Jiande, was passed over for kingship in favor of his half-brother.","Zhao Jiande was passed over for kingship in preference for his half-brother, Zhao Yingqi."
2hop__14092_8311,content,elaborate,0,1,The decision left a lasting mark on the line of succession within the dynasty.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about the decision's impact on the line of succession is not explicitly addressed in the ground truth, making it impossible to verify.",none
2hop__14092_8311,content,elaborate,0,1,Harold Gordon Darling continued the family's commercial legacy.,NOT_SUPPORTED,UNVERIFIABLE,The ground truth mentions Harold Gordon Darling as a successor in the family business but does not provide information about whether he continued the family's commercial legacy.,none
2hop__14092_8311,content,elaborate,0,1,John was King of England.,NOT_SUPPORTED,SUPPORTED,"The claim that John was King of England is supported by the ground truth, which states that John had five legitimate children and mentions his role as King.","John, King of England"
2hop__14092_8311,content,elaborate,0,1,John conducted his first coronation in Gloucester Cathedral.,NOT_SUPPORTED,CONTRADICTION,"The claim states that John conducted his first coronation in Gloucester Cathedral, but the ground truth indicates that Henry III was crowned in Gloucester Cathedral, not John.",Henry III was unable to be crowned in London and was crowned in Gloucester Cathedral.
2hop__14092_8311,content,elaborate,0,1,The Abbey in Westminster was inaccessible.,NOT_SUPPORTED,CONTRADICTION,"The claim that the Abbey in Westminster was inaccessible contradicts the information that coronations of English and British monarchs were held in the abbey, indicating it was accessible for such events.",The coronations of English and British monarchs were held in the abbey.
2hop__14092_8311,content,elaborate,0,1,John's first coronation was in 1216.,NOT_SUPPORTED,CONTRADICTION,"The claim states that John's first coronation was in 1216, while the ground truth indicates that Henry III was crowned in 1216, not John.",none
2hop__14092_8311,content,elaborate,0,1,Pope Innocent III declared this coronation unofficial.,NOT_SUPPORTED,UNVERIFIABLE,"The ground truth mentions that Henry III's coronation was deemed improper by the Pope, but it does not explicitly state that Pope Innocent III declared the coronation unofficial.",none
2hop__14092_8311,content,elaborate,0,1,Henry III was crowned on 17 May 1212.,NOT_SUPPORTED,DISTORTED,"The claim states that Henry III was crowned on 17 May 1212, while the ground truth indicates he was crowned in the abbey on 17 May 1220.",Henry III was crowned in the abbey on 17 May 1220
2hop__14092_8311,content,elaborate,0,1,John was involved with the family firm as a partner.,NOT_SUPPORTED,INVENTED,"The claim about John being involved with the family firm as a partner is not mentioned in the ground truth, which only states he was the eldest son of Andrew Petrie and Mary Cuthbertson.",none
2hop__14092_8311,content,elaborate,0,1,John continued the Wedgwood legacy in scientific innovation.,NOT_SUPPORTED,INVENTED,"The claim about John continuing the Wedgwood legacy in scientific innovation is not mentioned in the ground truth, which only states his relationship to Josiah Wedgwood and his partnership in the pottery firm.",none
2hop__14092_8311,content,elaborate,0,1,Princess Charlotte succeeded Prince George of Wales.,NOT_SUPPORTED,CONTRADICTION,"The claim states that Princess Charlotte succeeded Prince George of Wales, but the ground truth indicates that Prince George is third in line after Princess Charlotte, meaning he cannot be succeeded by her.",Ground truth states Prince George is third in line after Princess Charlotte.
2hop__14092_8311,content,elaborate,0,1,Emperor Tafari Makonnen became Emperor Haile Selassie I.,NOT_SUPPORTED,SUPPORTED,"The claim that Emperor Tafari Makonnen became Emperor Haile Selassie I is supported by the ground truth, which states that Tafari Makonnen was ultimately crowned Emperor Haile Selassie I.",none
2hop__14092_8311,content,elaborate,0,2,"Anne was the granddaughter of Richard Neville, 2nd Baron Latimer.",NOT_SUPPORTED,DISTORTED,"The claim states that Anne is the granddaughter of Richard Neville, 2nd Baron Latimer, but the ground truth specifies that Elizabeth Neville, daughter of Richard Neville, is the mother of Anne Danby, making Anne a great-granddaughter, not a granddaughter.","William Calverley was the son of Sir Walter Calverley and Anne Danby, daughter of Richard Neville, 2nd Baron Latimer."
2hop__14092_8311,content,elaborate,0,2,Sir William Maule inherited the barony from his mother.,NOT_SUPPORTED,CONTRADICTION,"The claim states that Sir William Maule inherited the barony from his mother, but the ground truth indicates he succeeded as Baron on his father's death, not his mother's.",William succeeded as Baron in 1254 on his father's death.
2hop__14092_8311,content,elaborate,0,2,Sir Peter Maule died in 1254.,NOT_SUPPORTED,DISTORTED,"The claim states that Sir Peter Maule died in 1254, but the ground truth indicates that he died on his father's death in 1254, which does not explicitly state that he died that year.",William Maule succeeded as Baron in 1254 on his father's death
2hop__14092_8311,content,elaborate,0,2,Sir William Maule assumed the title of Sir Peter Maule.,NOT_SUPPORTED,CONTRADICTION,"The claim states that Sir William Maule assumed the title of Sir Peter Maule, which contradicts the ground truth that identifies Sir William Maule as the son of Sir Peter Maule, not as having assumed his title.",Sir William Maule was the eldest son of Sir Peter Maule
2hop__14092_8311,content,elaborate,0,2,"John, King of England, commonly known as King John, married Isabel, Countess of Gloucester.",NOT_SUPPORTED,SUPPORTED,"The claim states that John, King of England, married Isabel, Countess of Gloucester, which is supported by the ground truth that mentions John's first wife, Isabel, Countess of Gloucester.","John's first wife, Isabel, Countess of Gloucester, was released from imprisonment in 1214; she remarried twice, and died in 1217."
2hop__14092_8311,content,elaborate,0,2,"Isabel, Countess of Gloucester, was later remarried.",NOT_SUPPORTED,SUPPORTED,"The ground truth states that Isabel, Countess of Gloucester, remarried after being released from imprisonment in 1214.","John, King of England mentions Isabel remarried twice after her imprisonment."
2hop__14092_8311,content,elaborate,0,2,"John, King of England, commonly known as King John, entered into a significant second marriage with Isabella of Angoulême.",NOT_SUPPORTED,SUPPORTED,"The claim states that John, King of England, entered into a significant second marriage with Isabella of Angoulême, which is supported by the ground truth that mentions John's second wife as Isabella of Angoulême.","John's second wife, Isabella of Angoulême, left England for Angoulême soon after the king's death."
2hop__14092_8311,content,elaborate,0,2,King John died.,NOT_SUPPORTED,UNVERIFIABLE,"The ground truth does not provide information about the death of King John, only mentioning his wives and children.",none
2hop__14092_8311,content,elaborate,0,2,Isabella returned to her homeland.,NOT_SUPPORTED,INVENTED,The claim about Isabella returning to her homeland is not mentioned or implied in the ground truth.,none
2hop__14092_8311,content,elaborate,0,2,Henry III was one of John's children.,NOT_SUPPORTED,SUPPORTED,Henry III is explicitly mentioned as one of John's legitimate children in the ground truth.,"John had five legitimate children, all by Isabella. His eldest son, Henry III, ruled as king for the majority of the 13th century."
2hop__14092_8311,content,elaborate,0,2,Richard was one of John's children.,NOT_SUPPORTED,SUPPORTED,"The ground truth states that John had five legitimate children, one of whom was Richard, who became a noted European leader.","John had five legitimate children, all by Isabella. Richard became a noted European leader."
2hop__14092_8311,content,elaborate,0,2,John had three daughters.,NOT_SUPPORTED,SUPPORTED,"The ground truth states that John had five legitimate children, three of whom were daughters, specifically mentioning Joan, Maud, and probably Isabel.","John had a number of illegitimate children by various mistresses, including three daughters – Joan, Maud and probably Isabel."
2hop__14092_8311,content,elaborate,0,2,Joan became notable.,NOT_SUPPORTED,SUPPORTED,"Joan is mentioned as becoming notable after marrying Prince Llywelyn the Great of Wales, which supports the claim.","John, King of England section mentions Joan marrying Prince Llywelyn the Great."
2hop__14092_8311,content,elaborate,0,2,Eric balanced his academic achievements with his participation in the family business.,NOT_SUPPORTED,UNVERIFIABLE,The ground truth mentions Eric Penn's education and family business but does not provide specific information about his academic achievements or how he balanced them with the family business.,none
2hop__14092_8311,content,elaborate,0,2,James Gooderham Worts was deceased on 20 June 18 82.,NOT_SUPPORTED,DISTORTED,"The claim states that James Gooderham Worts was deceased on 20 June 18 82, but the ground truth states he died on June 20, 1882, which is a formatting error in the date.","James Gooderham Worts (June 4, 1818 - June 20, 1882)"
2hop__14092_8311,content,elaborate,0,2,The context shaped his own later contributions to business and commerce in the region.,NOT_SUPPORTED,INVENTED,The claim introduces information about contributions to business and commerce that is not present in the ground truth.,none
2hop__14092_8311,content,elaborate,0,2,Zhao Yingqi was named king.,NOT_SUPPORTED,CONTRADICTION,"The claim states that Zhao Yingqi was named king, while the ground truth indicates that his eldest son, Jiande, was passed over for kingship in favor of his half-brother.","Zhao Jiande was passed over for kingship in preference for his half-brother, Zhao Yingqi."
2hop__14092_8311,content,elaborate,0,2,Zhao Yingqi was named king bypassing Zhao Jiande.,NOT_SUPPORTED,CONTRADICTION,"The claim states that Zhao Yingqi was named king, while the ground truth indicates that Zhao Jiande was the eldest son but was passed over for kingship in favor of his half-brother, Zhao Yingqi.","Zhao Jiande was passed over for kingship in preference for his half-brother, Zhao Yingqi."
2hop__14092_8311,content,elaborate,0,2,The decision demonstrated the complexities of succession within the Han court.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about the complexities of succession within the Han court cannot be verified or rejected based solely on the provided ground truth, which does not discuss the complexities of succession in detail.",none
2hop__14092_8311,content,elaborate,0,2,Political considerations could override claims of primogeniture.,NOT_SUPPORTED,UNVERIFIABLE,"The ground truth does not provide information about political considerations or primogeniture, making it impossible to verify the claim.",none
2hop__14092_8311,content,elaborate,0,2,The Marinho family's influence expanded in political domains.,NOT_SUPPORTED,INVENTED,The claim about the Marinho family's influence in political domains is not mentioned or implied in the ground truth.,none
2hop__14092_8311,content,elaborate,0,2,The Marinho family's influence expanded throughout Brazil's evolving modern history.,NOT_SUPPORTED,INVENTED,"The claim about the Marinho family's influence expanding throughout Brazil's modern history is not mentioned or supported by the ground truth, which only states that Roberto Irineu Marinho was the eldest son of Roberto Marinho.",none
2hop__14092_8311,content,elaborate,0,2,John was crowned in Gloucester Cathedral after the Abbey of Westminster became inaccessible.,NOT_SUPPORTED,CONTRADICTION,"The claim states that John was crowned in Gloucester Cathedral, but the ground truth indicates that Henry III was crowned there due to the French prince Louis taking control of London, not John.",Henry III was unable to be crowned in London and was crowned in Gloucester Cathedral
2hop__14092_8311,content,elaborate,0,2,John was crowned in 1216.,NOT_SUPPORTED,CONTRADICTION,"The claim states that John was crowned in 1216, while the ground truth indicates that Henry III was crowned in 1216, and John was unable to be crowned at that time.",none
2hop__14092_8311,content,elaborate,0,2,John was crowned in 1216 when he first assumed the throne.,NOT_SUPPORTED,CONTRADICTION,"The claim states that John was crowned in 1216 when he first assumed the throne, but the ground truth indicates that Henry III was crowned in 1216, not John.",none
2hop__14092_8311,content,elaborate,0,2,John was first assumed the throne under unusual circumstances.,NOT_SUPPORTED,UNVERIFIABLE,The claim about John being first assumed the throne under unusual circumstances cannot be verified or rejected based solely on the ground truth provided.,none
2hop__14092_8311,content,elaborate,0,2,John was first assumed the throne when he was crowned in Gloucester Cathedral after the Abbey of Westminster became inaccessible.,NOT_SUPPORTED,CONTRADICTION,"The claim states that John was crowned in Gloucester Cathedral, while the ground truth indicates that Henry III was crowned there due to the French prince Louis taking control of London, not John.",Henry III was unable to be crowned in London and was crowned in Gloucester Cathedral
2hop__14092_8311,content,elaborate,0,2,Pope Innocent III declared the first coronation of John unofficial.,NOT_SUPPORTED,UNVERIFIABLE,"The ground truth does not provide information about Pope Innocent III or any declarations regarding the coronation of John, making it impossible to verify the claim.",none
2hop__14092_8311,content,elaborate,0,2,"A second, properly sanctioned coronation was necessary for John's successor.",NOT_SUPPORTED,DISTORTED,"The claim suggests a second coronation was necessary for John's successor, while the ground truth states that Henry III was crowned in Gloucester Cathedral due to circumstances, and a further coronation was held in Westminster Abbey, implying it was not a necessity but a correction.",The ground truth mentions Henry III's coronation in Gloucester Cathedral and a further coronation in Westminster Abbey.
2hop__14092_8311,content,elaborate,0,2,John's successor was crowned in Westminster Abbey on 17 May 12 20.,NOT_SUPPORTED,DISTORTED,"The claim states that John's successor was crowned in Westminster Abbey on 17 May 1220, but the ground truth specifies that Henry III was crowned in the abbey on that date, not John's successor.",Henry III was crowned in the abbey on 17 May 1220
2hop__14092_8311,content,elaborate,0,2,There have been rare exceptions when the standard procedure could not be followed.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about rare exceptions to standard procedures is not addressed in the ground truth, making it impossible to verify or reject.",none
2hop__14092_8311,content,elaborate,0,2,John ensured the ongoing legacy of the Wedgwood family in the fields of ceramics and scientific advancement.,NOT_SUPPORTED,INVENTED,"The claim introduces information about John ensuring the legacy of the Wedgwood family in ceramics and scientific advancement, which is not mentioned in the ground truth.",none
2hop__14092_8311,content,elaborate,0,2,John continued the innovations initiated by his grandfather.,NOT_SUPPORTED,UNVERIFIABLE,"The ground truth does not provide any information about John continuing innovations initiated by his grandfather, making it impossible to verify the claim.",none
2hop__14092_8311,content,elaborate,0,3,Katherine was the daughter of Anne.,NOT_SUPPORTED,CONTRADICTION,"Katherine Thorneholme is identified as the daughter of John Thorneholme, not Anne Danby.","Katherine Thorneholme, daughter of John Thorneholme"
2hop__14092_8311,content,elaborate,0,3,Sir Peter died in 1254.,NOT_SUPPORTED,CONTRADICTION,"The claim states that Sir Peter died in 1254, but the ground truth indicates that Sir William Maule succeeded as Baron in 1254 on his father's death, implying that Sir Peter was alive at that time.",William succeeded as Baron in 1254 on his father's death.
2hop__14092_8311,content,elaborate,0,3,Sir William Maule succeeded Sir Peter.,NOT_SUPPORTED,DISTORTED,"The claim states that Sir William Maule succeeded Sir Peter, but the ground truth specifies that William succeeded as Baron in 1254 on his father's death, indicating a succession rather than a direct statement of 'succeeded'.",William succeeded as Baron in 1254 on his father's death.
2hop__14092_8311,content,elaborate,0,3,John ascended to the throne in 1216.,NOT_SUPPORTED,CONTRADICTION,"The ground truth states that John was unable to be crowned in London in 1216 and was crowned later in 1220, indicating he did not ascend to the throne in 1216.",none
2hop__14092_8311,content,elaborate,0,3,John's first official coronation was held in 1216.,NOT_SUPPORTED,DISTORTED,"The claim states that John's first official coronation was held in 1216, but the ground truth indicates that Henry III was crowned in 1216, not John.","Henry III was unable to be crowned in London when he first came to the throne, and so the king was crowned in Gloucester Cathedral in 1216."
2hop__14092_8311,content,elaborate,0,3,John sought to solidify his authority.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about John seeking to solidify his authority is not mentioned or implied in the ground truth, which focuses on his marriages and children.",none
2hop__14092_8311,content,elaborate,0,3,John sought to solidify his authority quickly.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about John seeking to solidify his authority is not mentioned in the ground truth, which focuses on his marriages and children.",none
2hop__14092_8311,content,elaborate,0,3,John sought to solidify his authority amid political turmoil.,NOT_SUPPORTED,UNVERIFIABLE,The claim about John seeking to solidify his authority amid political turmoil cannot be verified or rejected based solely on the ground truth provided.,none
2hop__14092_8311,content,elaborate,0,3,The circumstances were unconventional.,NOT_SUPPORTED,UNVERIFIABLE,The claim about the circumstances being unconventional cannot be verified or rejected based solely on the ground truth provided.,none
2hop__14092_8311,content,elaborate,0,3,The initial coronation did not take place in the traditional and symbolic setting of Westminster Abbey.,NOT_SUPPORTED,SUPPORTED,"The claim that the initial coronation did not take place in the traditional setting of Westminster Abbey is supported by the ground truth, which states that Henry III was crowned in Gloucester Cathedral due to the French prince Louis taking control of London.",The ground truth mentions Henry III's coronation in Gloucester Cathedral instead of Westminster Abbey.
2hop__14092_8311,content,elaborate,0,3,Henry III was John’s son.,NOT_SUPPORTED,SUPPORTED,"The ground truth states that John had five legitimate children, all by Isabella, and his eldest son was Henry III.","John had five legitimate children, all by Isabella. His eldest son, Henry III, ruled as king."
2hop__14092_8311,content,elaborate,0,3,Henry III was crowned on 17 May 12.,NOT_SUPPORTED,DISTORTED,"The claim states that Henry III was crowned on 17 May 12, which is incorrect; he was crowned on 17 May 1220 according to the ground truth.",Henry III was crowned in Gloucester Cathedral and a further coronation was held in the abbey on 17 May 1220.
2hop__14092_8311,content,elaborate,0,3,The Archbishop of Canterbury ensures the legitimacy of the ceremony.,NOT_SUPPORTED,UNVERIFIABLE,The ground truth mentions the Archbishop of Canterbury's role in the coronation ceremony but does not specify that he ensures the legitimacy of the ceremony.,The Archbishop of Canterbury is the traditional cleric in the coronation ceremony.
2hop__14092_8311,content,elaborate,0,3,Rare exceptions to this tradition have occurred.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about rare exceptions to the tradition of coronations is not addressed in the ground truth, which only discusses the coronation practices without mentioning exceptions.",none
2hop__14092_8311,content,elaborate,0,3,These exceptions have occurred in moments of crisis.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about exceptions occurring in moments of crisis is not addressed in the ground truth, which focuses on historical figures and their relationships.",none
2hop__14092_8311,content,elaborate,0,3,These exceptions have occurred when the usual venue was unavailable.,NOT_SUPPORTED,UNVERIFIABLE,The claim about exceptions occurring when the usual venue was unavailable cannot be verified or rejected based solely on the ground truth provided.,none
2hop__14092_8311,content,elaborate,0,3,He contributed to the expansion and management of the enterprise.,NOT_SUPPORTED,INVENTED,"The claim introduces information about contributions to the expansion and management of an enterprise, which is not mentioned in the ground truth.",none
2hop__14092_8311,content,elaborate,0,3,John built upon the pioneering work of his grandfather.,NOT_SUPPORTED,INVENTED,"The claim introduces information about John building upon his grandfather's work, which is not mentioned in the ground truth.",none
2hop__14092_8311,content,elaborate,0,3,John's grandfather established the firm as a leader in the pottery industry.,NOT_SUPPORTED,INVENTED,The claim about John's grandfather establishing a pottery firm as a leader in the industry is not mentioned in the ground truth.,none
2hop__14092_8311,content,elaborate,0,3,John's grandfather was associated with scientific pursuits.,NOT_SUPPORTED,INVENTED,The claim about John's grandfather being associated with scientific pursuits is not mentioned or implied in the ground truth.,none
2hop__14092_8311,content,elaborate,0,3,John's grandfather was associated with improvements in manufacturing techniques.,NOT_SUPPORTED,INVENTED,The claim about John's grandfather being associated with improvements in manufacturing techniques is not mentioned or implied in the ground truth.,none
2hop__14092_8311,content,elaborate,0,3,The family tradition was well-established in both sport and industry.,NOT_SUPPORTED,INVENTED,The claim about a family tradition in sport and industry is not mentioned or implied in the ground truth.,none
2hop__14092_8311,content,elaborate,0,3,William Penn is Eric's father.,NOT_SUPPORTED,SUPPORTED,"The claim that William Penn is Eric's father is directly supported by the ground truth, which states that Eric Penn was the eldest son of William Penn.",Eric Penn was the eldest son of William Penn
2hop__14092_8311,content,elaborate,0,3,He participated in its operations.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about participation in operations is not addressed in the ground truth, which does not provide information about any specific operations.",none
2hop__14092_8311,content,elaborate,0,3,He participated in its management.,NOT_SUPPORTED,UNVERIFIABLE,"The ground truth does not provide any information regarding participation in management, making it impossible to verify the claim.",none
2hop__14092_8311,content,elaborate,0,3,The dual engagement sustained the reputation of the Penn name.,NOT_SUPPORTED,INVENTED,The claim about the dual engagement sustaining the reputation of the Penn name is not mentioned or implied in the ground truth.,none
2hop__14092_8311,content,elaborate,0,3,The dual engagement was in sporting circles.,NOT_SUPPORTED,INVENTED,The claim about a dual engagement in sporting circles is not mentioned or implied in the ground truth.,none
2hop__14092_8311,content,elaborate,0,3,The dual engagement was in the field of engineering.,NOT_SUPPORTED,INVENTED,The claim about a dual engagement in engineering is not mentioned or implied in the ground truth.,none
2hop__14092_8311,content,elaborate,0,3,The dual engagement reflected the multifaceted nature of aristocratic pursuits in Victorian England.,NOT_SUPPORTED,INVENTED,"The claim about dual engagement and aristocratic pursuits in Victorian England is not mentioned or implied in the ground truth, which focuses on historical figures and their relationships.",none
2hop__14092_8311,content,elaborate,0,3,James Gooderham Worts was the eldest of three siblings.,NOT_SUPPORTED,DISTORTED,"The claim states that James Gooderham Worts was the eldest of three siblings, while the ground truth only mentions him as the eldest son of James Worts and Elizabeth Gooderham without specifying the number of siblings.","James Gooderham Worts (June 4, 1818 - June 20, 1882) was the eldest son of James Worts and Elizabeth Gooderham."
2hop__14092_8311,content,elaborate,0,3,Early colonial Canada had trade and industrial enterprises.,NOT_SUPPORTED,INVENTED,The claim about early colonial Canada having trade and industrial enterprises is not mentioned or supported by any information in the ground truth.,none
2hop__14092_8311,content,elaborate,0,3,Early colonial Canada was a time of economic growth.,NOT_SUPPORTED,INVENTED,The claim about early colonial Canada does not appear in the ground truth and introduces information not present in it.,none
2hop__14092_8311,content,elaborate,0,3,The Marinho family had already established considerable influence in political affairs.,NOT_SUPPORTED,INVENTED,The claim about the Marinho family's influence in political affairs is not mentioned or implied in the ground truth.,none
2hop__14092_8311,content,elaborate,0,3,He was expected to carry forward this legacy.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about carrying forward a legacy is not explicitly stated or implied in the ground truth, making it impossible to verify.",none
2hop__14092_8311,content,elaborate,0,3,He played a pivotal role in expanding the family’s reach across commercial enterprises.,NOT_SUPPORTED,INVENTED,"The claim introduces information about expanding the family's reach across commercial enterprises, which is not mentioned in the ground truth.",none
2hop__14092_8311,content,elaborate,0,3,He played a pivotal role in expanding the family’s reach across political power.,NOT_SUPPORTED,INVENTED,"The claim introduces information about playing a pivotal role in expanding political power, which is not mentioned in the ground truth.",none
2hop__14092_8311,content,elaborate,0,3,Brazil transitioned into its modern era.,NOT_SUPPORTED,UNVERIFIABLE,"The claim about Brazil transitioning into its modern era cannot be verified or rejected based solely on the provided ground truth, which does not mention Brazil or its historical context.",none
2hop__14092_8311,content,elaborate,0,3,Sir Peter was married to Christina de Valognes.,NOT_SUPPORTED,SUPPORTED,The claim that Sir Peter was married to Christina de Valognes is explicitly stated in the ground truth.,Sir William Maule was the eldest son of Sir Peter Maule and Christina de Valognes
2hop__14092_8311,content,elaborate,0,3,The marriage of Sir Peter and Christina secured the family's standing in Scotland.,NOT_SUPPORTED,INVENTED,The claim about the marriage of Sir Peter and Christina securing the family's standing in Scotland is not mentioned in the ground truth.,none
2hop__14092_8311,content,elaborate,0,3,"Despite challenges and complexities, the transfer of such responsibilities was carefully managed.",NOT_SUPPORTED,UNVERIFIABLE,"The claim about the transfer of responsibilities is not addressed in the ground truth, making it impossible to verify or reject.",none
2hop__14092_8311,content,elaborate,1,1,William Calverley was the son of Sir Walter Calverley and Anne Danby.,NOT_SUPPORTED,SUPPORTED,The claim that William Calverley was the son of Sir Walter Calverley and Anne Danby is explicitly supported by the ground truth.,William Calverley was the son of Sir Walter Calverley and Anne Danby
2hop__14092_8311,content,elaborate,1,1,Sir William Maule was the eldest son of Christina de Valognes.,NOT_SUPPORTED,DISTORTED,"The claim states that Sir William Maule was the eldest son of Christina de Valognes, but the ground truth indicates that he was the eldest son of Sir Peter Maule and Christina de Valognes.",Sir William Maule was the eldest son of Sir Peter Maule and Christina de Valognes
2hop__14092_8311,content,elaborate,1,1,Sir William Maule was a Baroness.,NOT_SUPPORTED,CONTRADICTION,"The claim states that Sir William Maule was a Baroness, which contradicts the ground truth that identifies him as a Baron, a male title.","Sir William Maule was the eldest son of Sir Peter Maule and Christina de Valognes, Baron and Baroness of Panmure and Benvie."
2hop__14092_8311,content,elaborate,1,1,William became Baron after his father's death in 1254.,NOT_SUPPORTED,SUPPORTED,The claim that William became Baron after his father's death in 1254 is explicitly stated in the ground truth.,William succeeded as Baron in 1254 on his father's death.
2hop__14092_8311,content,elaborate,1,1,"He married Isabel, Countess of Gloucester.",NOT_SUPPORTED,CONTRADICTION,"The claim states that John, King of England, married Isabel, Countess of Gloucester, but the ground truth indicates that Isabel was John's first wife, who was released from imprisonment and remarried, implying she was not married to John at the time of her death.","John's first wife, Isabel, Countess of Gloucester, was released from imprisonment in 1214; she remarried twice, and died in 1217."
2hop__14092_8311,content,elaborate,1,1,He married before 1200.,NOT_SUPPORTED,UNVERIFIABLE,"The ground truth does not provide any information about the marriage date of John, King of England, or any other individual mentioned.",none
2hop__14092_8311,content,elaborate,1,1,"Isabel, Countess of Gloucester was released from imprisonment in 1204.",NOT_SUPPORTED,CONTRADICTION,"The claim states that Isabel, Countess of Gloucester was released from imprisonment in 1204, while the ground truth states she was released from imprisonment in 1214.","John, King of England. John's first wife, Isabel, Countess of Gloucester, was released from imprisonment in 1214."
