qid,group,instruction_type,run,step,fact,original_label,label,reason,evidence_match
2hop__14092_8311,content,elaborate,0,1,The decision left a lasting mark on the line of succession within the dynasty.,NOT_SUPPORTED,DISTORTED,"The claim refers to 'the line of succession within the dynasty,' which is a broad concept. While the ground truth does describe succession, it doesn't detail a specific 'decision' or 'lasting mark' on that line. It simply establishes family relationships and inheritance.",mention of succession in the final paragraph
2hop__14092_8311,content,elaborate,0,1,Harold Gordon Darling continued the family's commercial legacy.,NOT_SUPPORTED,DISTORTED,"The claim states that Harold Gordon Darling 'continued the family's commercial legacy.' While the text mentions him as succeeding his father as a member of the company, it doesn't explicitly state that he 'continued' the legacy in a way that implies ongoing activity or expansion. It simply notes his succession.","The text mentions Harold Gordon Darling as succeeding his father and being a director, but doesn't elaborate on his actions beyond that."
2hop__14092_8311,content,elaborate,0,1,John was King of England.,NOT_SUPPORTED,INVENTED,"The claim that 'John' was King of England is not supported by the text. The text describes various individuals and their lineages, but it does not state that any 'John' was a king.",none
2hop__14092_8311,content,elaborate,0,1,John conducted his first coronation in Gloucester Cathedral.,NOT_SUPPORTED,DISTORTED,"The claim states that 'John conducted his first coronation in Gloucester Cathedral,' which is not explicitly stated in the ground truth. While the text mentions a coronation being held in Gloucester Cathedral due to circumstances, it doesn't specify that John was the one who conducted it.",none
2hop__14092_8311,content,elaborate,0,1,The Abbey in Westminster was inaccessible.,NOT_SUPPORTED,DISTORTED,"The ground truth states that Westminster Abbey was used for coronations, but it doesn't explicitly state that it was inaccessible at any point. The claim introduces a new element – the idea of inaccessibility – which isn't directly supported by the text.",The text mentions the abbey's role in coronations and a specific instance where it was used due to a city takeover.
2hop__14092_8311,content,elaborate,0,1,John's first coronation was in 1216.,NOT_SUPPORTED,UNVERIFIABLE,"The ground truth does not contain information about John's first coronation. It describes his wives and children, and mentions coronations in the abbey but not a specific coronation for John.",none
2hop__14092_8311,content,elaborate,0,1,Pope Innocent III declared this coronation unofficial.,NOT_SUPPORTED,DISTORTED,"The claim states that Pope Innocent III declared a coronation ‘unofficial’. While the text mentions that a coronation in 1220 was deemed improper by the Pope, it doesn't explicitly state that Innocent III made this declaration. It describes a situation where a coronation was considered improper, not a specific papal pronouncement.",The text mentions a coronation deemed improper by the Pope in 1220.
2hop__14092_8311,content,elaborate,0,1,Henry III was crowned on 17 May 1212.,NOT_SUPPORTED,INVENTED,"The claim states that Henry III was crowned on 17 May 1212, which is not mentioned in the ground truth text. The text states that Henry III was crowned in 1220.",none
2hop__14092_8311,content,elaborate,0,1,John was involved with the family firm as a partner.,NOT_SUPPORTED,SUPPORTED,"John Wedgwood is described as a partner in the Wedgwood pottery firm, which is a direct statement of his involvement in the family firm.","John Wedgwood (baptised 2 April 1766 — 26 January 1844), the eldest son of the potter Josiah Wedgwood, was a partner in the Wedgwood pottery firm 1790–1793 and again 1800–1812."
2hop__14092_8311,content,elaborate,0,1,John continued the Wedgwood legacy in scientific innovation.,NOT_SUPPORTED,DISTORTED,"The claim states that John continued the Wedgwood legacy in scientific innovation, which is not explicitly stated in the ground truth. While he was a partner in the Wedgwood pottery firm, the text doesn't detail any specific scientific innovations he was involved in.",mention of his role in the Wedgwood pottery firm
2hop__14092_8311,content,elaborate,0,1,Princess Charlotte succeeded Prince George of Wales.,NOT_SUPPORTED,DISTORTED,"The claim states that Princess Charlotte succeeded Prince George of Wales. While Charlotte is indeed a princess and George is a prince, the text does not state that Charlotte succeeded George. It describes the order of succession, but not a specific outcome.",mention of Charlotte and George in the succession line
2hop__14092_8311,content,elaborate,0,1,Emperor Tafari Makonnen became Emperor Haile Selassie I.,NOT_SUPPORTED,SUPPORTED,The ground truth states that 'Leul' Wondosson Kassa was the eldest son of 'Ras' Kassa Haile Darge. This claim directly repeats this fact.,Leul Wondosson Kassa was the eldest son of 'Ras' Kassa Haile Darge.
2hop__14092_8311,content,elaborate,0,2,"Anne was the granddaughter of Richard Neville, 2nd Baron Latimer.",NOT_SUPPORTED,INVENTED,"The ground truth states that Walter Calverley was the *son* of William Calverley, not his granddaughter. Anne was William's wife, not his daughter.",none
2hop__14092_8311,content,elaborate,0,2,Sir William Maule inherited the barony from his mother.,NOT_SUPPORTED,DISTORTED,"The claim states that Sir William Maule inherited the barony from his mother. The ground truth states that he succeeded as Baron on his father's death, indicating inheritance through his father, not his mother.","Sir William Maule was the eldest son of Sir Peter Maule and Christina de Valognes, Baron and Baroness of Panmure and Benvie."
2hop__14092_8311,content,elaborate,0,2,Sir Peter Maule died in 1254.,NOT_SUPPORTED,SUPPORTED,The ground truth states that Sir William Maule died in 1254. This claim directly reflects that fact.,"Sir William Maule was the eldest son of Sir Peter Maule and Christina de Valognes, Baron and Baroness of Panmure and Benvie. William succeeded as Baron in 1254 on his father's death."
2hop__14092_8311,content,elaborate,0,2,Sir William Maule assumed the title of Sir Peter Maule.,NOT_SUPPORTED,DISTORTED,"The claim states that Sir William Maule 'assumed the title of Sir Peter Maule,' which is incorrect. Sir William Maule was the son of Sir Peter Maule, not the other way around.",Sir William Maule was the eldest son of Sir Peter Maule...
2hop__14092_8311,content,elaborate,0,2,"John, King of England, commonly known as King John, married Isabel, Countess of Gloucester.",NOT_SUPPORTED,DISTORTED,"The ground truth states that John was a king, but the claim states he was a ‘King of England’, which is redundant as he was already a king. It’s a slight alteration of the established fact.",John was a king
2hop__14092_8311,content,elaborate,0,2,"Isabel, Countess of Gloucester, was later remarried.",NOT_SUPPORTED,DISTORTED,"The ground truth states that Isabel, Countess of Gloucester, remarried twice, but it does not explicitly state that she was remarried *after* being imprisoned. It only mentions her initial release and subsequent remarriages.",The text mentions Isabel's remarriages but not a remarriage after imprisonment.
2hop__14092_8311,content,elaborate,0,2,"John, King of England, commonly known as King John, entered into a significant second marriage with Isabella of Angoulême.",NOT_SUPPORTED,DISTORTED,"The ground truth states that John married Isabel, Countess of Gloucester, and Isabella of Angoulême. The claim states he entered into a 'significant second marriage' with Isabella of Angoulême, implying a later marriage after his first. While the ground truth mentions Isabella, it doesn't explicitly state this was a 'second marriage'. It's a slight rephrasing and interpretation of the information.","John married Isabel, Countess of Gloucester, and Isabella of Angoulême."
2hop__14092_8311,content,elaborate,0,2,King John died.,NOT_SUPPORTED,INVENTED,"The text does not state that King John died. It describes his reign and family, but it does not mention his death.",none
2hop__14092_8311,content,elaborate,0,2,Isabella returned to her homeland.,NOT_SUPPORTED,DISTORTED,"The ground truth states that Isabella of Angoulême ‘left England for Angoulême soon after the king’s death; she became a powerful regional leader, but largely abandoned the children she had had by John.’ This claim states she ‘returned to her homeland,’ which is a slightly different phrasing but implies a return, and suggests a change in her focus away from her children, aligning with the provided text.",Isabella of Angoulême left England for Angoulême
2hop__14092_8311,content,elaborate,0,2,Henry III was one of John's children.,NOT_SUPPORTED,SUPPORTED,"The text states that John III, Margrave of Brandenburg-Salzwedel was the eldest son of Margrave Otto III. The claim states that Henry III was one of John's children. While Henry III is a king, the text does not explicitly state that he was John III's child. However, the text does state that John III was the eldest son of Margrave Otto III, and the text does not mention any children of Otto III. Therefore, it is reasonable to infer that Henry III was a child of John III.","John III, Margrave of Brandenburg-Salzwedel was the eldest son of Margrave Otto III and his wife, Beatrice of Bohemia."
2hop__14092_8311,content,elaborate,0,2,Richard was one of John's children.,NOT_SUPPORTED,DISTORTED,"The claim states 'Richard was one of John's children.' While John had many children, Richard is not explicitly mentioned as one of them in the provided text. It's a potential misinterpretation or a fabricated connection.",none
2hop__14092_8311,content,elaborate,0,2,John had three daughters.,NOT_SUPPORTED,INVENTED,The ground truth text does not mention John having any daughters. It describes his children as sons.,none
2hop__14092_8311,content,elaborate,0,2,Joan became notable.,NOT_SUPPORTED,SUPPORTED,"The text states that Joan married Alexander II of Scotland, making her notable for that relationship.",Joan married Alexander II of Scotland
2hop__14092_8311,content,elaborate,0,2,Eric balanced his academic achievements with his participation in the family business.,NOT_SUPPORTED,SUPPORTED,"The text states that Eric Penn was educated at Eton College and Trinity College, Cambridge. This implies he balanced his academic achievements with his participation in the family business.","Eric Penn was educated at Eton College and at Trinity College, Cambridge."
2hop__14092_8311,content,elaborate,0,2,James Gooderham Worts was deceased on 20 June 18 82.,NOT_SUPPORTED,DISTORTED,"The claim states James Gooderham Worts was deceased on 20 June 18 82, which is incorrect. The ground truth states he died on 20 June 1882.","June 4, 1818 - June 20, 1882"
2hop__14092_8311,content,elaborate,0,2,The context shaped his own later contributions to business and commerce in the region.,NOT_SUPPORTED,DISTORTED,"The claim states 'The context shaped his own later contributions to business and commerce in the region.' While the text describes individuals involved in business and commerce, it doesn't explicitly state that their 'context' shaped their later contributions. It implies this through their actions and lineage, but it's an inference, not a direct statement.",none
2hop__14092_8311,content,elaborate,0,2,Zhao Yingqi was named king.,NOT_SUPPORTED,SUPPORTED,"The text states that Zhao Jiande was passed over for kingship in favor of his half-brother, Zhao Yingqi. This directly supports the claim that Zhao Yingqi was named king.","Contrary to his less-than-flattering posthumous name, Liu Ju was generally regarded by historians as a well-mannered, benevolent, morally upright man who, by circumstances out of his control, was forced into an uprising against his father's army and died as a consequence of the rebellion."
2hop__14092_8311,content,elaborate,0,2,Zhao Yingqi was named king bypassing Zhao Jiande.,NOT_SUPPORTED,SUPPORTED,"The text states that Liu Ju was passed over for kingship in favor of his half-brother, Zhao Yingqi. This directly supports the claim that Zhao Yingqi was named king bypassing Liu Ju.","Contrary to his less-than-flattering posthumous name, Liu Ju was generally regarded by historians as a well-mannered, benevolent, morally upright man who, by circumstances out of his control, was forced into an uprising against his father's army and died as a consequence of the rebellion."
2hop__14092_8311,content,elaborate,0,2,The decision demonstrated the complexities of succession within the Han court.,NOT_SUPPORTED,DISTORTED,"The claim refers to 'the decision' within the Han court, which is not explicitly stated in the ground truth. While the text describes political turmoil and Liu Ju's fate, it doesn't detail a specific 'decision' that led to his circumstances.",none
2hop__14092_8311,content,elaborate,0,2,Political considerations could override claims of primogeniture.,NOT_SUPPORTED,DISTORTED,"The claim states that 'Political considerations could override claims of primogeniture.' While succession rules can be influenced by political factors, the ground truth doesn't explicitly state this as a *regular* occurrence or a guaranteed outcome. It describes the established order of succession.",Succession to the British throne.
2hop__14092_8311,content,elaborate,0,2,The Marinho family's influence expanded in political domains.,NOT_SUPPORTED,DISTORTED,"The claim states the Marinho family's influence expanded in political domains, which is not explicitly stated in the ground truth. While the ground truth mentions Roberto Irineu Marinho being born into a prominent family, it doesn't detail any political influence or activity.",none
2hop__14092_8311,content,elaborate,0,2,The Marinho family's influence expanded throughout Brazil's evolving modern history.,NOT_SUPPORTED,DISTORTED,"The claim states the Marinho family's influence expanded throughout Brazil's evolving modern history, which is not directly stated in the ground truth. The ground truth only mentions Roberto Irineu Marinho's birth and his family connection to the Marinho family.",none
2hop__14092_8311,content,elaborate,0,2,John was crowned in Gloucester Cathedral after the Abbey of Westminster became inaccessible.,NOT_SUPPORTED,DISTORTED,"The claim states that John was crowned in Gloucester Cathedral after the Abbey of Westminster became inaccessible. While the text mentions that Henry III was crowned in Gloucester Cathedral due to circumstances in London, it doesn't state that Westminster was inaccessible at that time or that John was specifically involved in that event.",The text mentions Henry III being crowned in Gloucester Cathedral due to circumstances in London.
2hop__14092_8311,content,elaborate,0,2,John was crowned in 1216.,NOT_SUPPORTED,UNVERIFIABLE,"The ground truth does not contain any information about who was crowned in 1216. It mentions John, King of England, but doesn't state that he was crowned in that year.",none
2hop__14092_8311,content,elaborate,0,2,John was crowned in 1216 when he first assumed the throne.,NOT_SUPPORTED,INVENTED,"The claim states 'John was crowned in 1216 when he first assumed the throne.' However, the ground truth describes John as a King, but it does not state that he was crowned in 1216. It describes his reign and mentions previous coronations in other locations.",none
2hop__14092_8311,content,elaborate,0,2,John was first assumed the throne under unusual circumstances.,NOT_SUPPORTED,DISTORTED,"The claim states 'John was first assumed the throne under unusual circumstances,' which implies a specific event or situation. While the text mentions John's lineage and succession, it doesn't detail any unusual circumstances surrounding his initial assumption of the throne. It simply states he was the heir.","John had five legitimate children, all by Isabella. He was the son of Sir Walter Calverley and Anne Danby..."
2hop__14092_8311,content,elaborate,0,2,John was first assumed the throne when he was crowned in Gloucester Cathedral after the Abbey of Westminster became inaccessible.,NOT_SUPPORTED,DISTORTED,"The claim states that John was crowned in Gloucester Cathedral after Westminster Abbey became inaccessible. While the text mentions a coronation in Gloucester Cathedral due to circumstances in London, it doesn't state that Westminster Abbey was inaccessible at that time. It simply describes a situation where a coronation occurred elsewhere.",The text mentions a coronation in Gloucester Cathedral due to circumstances in London.
2hop__14092_8311,content,elaborate,0,2,Pope Innocent III declared the first coronation of John unofficial.,NOT_SUPPORTED,DISTORTED,"The ground truth does not mention Pope Innocent III declaring the first coronation of John unofficial. It describes the circumstances surrounding the initial coronation and its subsequent invalidation by the Pope, but it doesn't attribute this declaration to a specific Pope.",none
2hop__14092_8311,content,elaborate,0,2,"A second, properly sanctioned coronation was necessary for John's successor.",NOT_SUPPORTED,DISTORTED,"The claim states a 'second, properly sanctioned coronation was necessary for John's successor.' While the text describes two coronations (one deemed improper), it doesn't state that a 'second, properly sanctioned' coronation was *necessary* for the succession. It simply notes that a coronation in Gloucester was held due to circumstances.",The text mentions a coronation in Gloucester Cathedral in 1220 and a subsequent coronation in the abbey.
2hop__14092_8311,content,elaborate,0,2,John's successor was crowned in Westminster Abbey on 17 May 12 20.,NOT_SUPPORTED,DISTORTED,"The claim states 'John's successor was crowned in Westminster Abbey on 17 May 12 20.' However, the ground truth describes Henry III being crowned in Westminster Abbey on 17 May 1220, a different date.",The text mentions '1220' and 'Westminster Abbey' as relevant to the coronation of Henry III.
2hop__14092_8311,content,elaborate,0,2,There have been rare exceptions when the standard procedure could not be followed.,NOT_SUPPORTED,DISTORTED,"The claim 'There have been rare exceptions when the standard procedure could not be followed' suggests a deviation from established rules. While the text describes instances where coronations were held elsewhere due to circumstances, it doesn't explicitly state that these were ‘exceptions’ or that the standard procedure was routinely disregarded. It implies a deviation, which is a distortion of the presented facts.","The text describes instances where coronations were held outside of London due to political circumstances, but it doesn't frame these as exceptions to a rule."
2hop__14092_8311,content,elaborate,0,2,John ensured the ongoing legacy of the Wedgwood family in the fields of ceramics and scientific advancement.,NOT_SUPPORTED,DISTORTED,"The claim states that John ensured the ongoing legacy of the Wedgwood family in ceramics and scientific advancement. While John Wedgwood (the son of Josiah Wedgwood) was involved in the pottery firm, the claim introduces a connection to ‘scientific advancement’ which is not explicitly stated or implied in the provided text. It’s a speculative addition.",mention of John Wedgwood's involvement in the Wedgwood pottery firm
2hop__14092_8311,content,elaborate,0,2,John continued the innovations initiated by his grandfather.,NOT_SUPPORTED,INVENTED,"The claim that 'John continued the innovations initiated by his grandfather' is not supported by the provided text. The text describes John Wedgwood as a partner in the Wedgwood pottery firm, but it doesn't state that he continued any specific innovations of his grandfather, Josiah Wedgwood.",none
2hop__14092_8311,content,elaborate,0,3,Katherine was the daughter of Anne.,NOT_SUPPORTED,DISTORTED,"The ground truth states that Walter Calverley was the son of William Calverley, not that Katherine was the daughter of Anne.","Walter Calverley was the eldest son and heir of William Calverley (d.1572) by his wife, Katherine Thorneholme..."
2hop__14092_8311,content,elaborate,0,3,Sir Peter died in 1254.,NOT_SUPPORTED,DISTORTED,"The ground truth states that Sir Peter Maule died in 1254. The claim states he died in 1254, which is consistent with the ground truth, but it's a direct quote and doesn't add any new information.","Sir William Maule. Sir William Maule was the eldest son of Sir Peter Maule and Christina de Valognes, Baron and Baroness of Panmure and Benvie. William succeeded as Baron in 1254 on his father's death."
2hop__14092_8311,content,elaborate,0,3,Sir William Maule succeeded Sir Peter.,NOT_SUPPORTED,SUPPORTED,"The text states that Sir William Maule succeeded as Baron in 1254, and that he was the eldest son of Sir Peter Maule. This directly supports the claim that Sir William Maule succeeded Sir Peter.","Sir William Maule was the eldest son of Sir Peter Maule and Christina de Valognes, Baron and Baroness of Panmure and Benvie. William succeeded as Baron in 1254 on his father's death."
2hop__14092_8311,content,elaborate,0,3,John ascended to the throne in 1216.,NOT_SUPPORTED,INVENTED,"The claim that 'John ascended to the throne in 1216' is not present in the ground truth. The text describes John as a king, but it does not state that he ascended to the throne in 1216. This is new information.",none
2hop__14092_8311,content,elaborate,0,3,John's first official coronation was held in 1216.,NOT_SUPPORTED,UNVERIFIABLE,"The ground truth does not contain information about John's first official coronation. It describes his wives and children, and mentions coronations in the abbey but not a specific coronation for John.",none
2hop__14092_8311,content,elaborate,0,3,John sought to solidify his authority.,NOT_SUPPORTED,INVENTED,"The claim that 'John sought to solidify his authority' is not supported by the text. The text describes John as a king, but it doesn't provide any information about his actions or motivations for seeking to solidify authority.",none
2hop__14092_8311,content,elaborate,0,3,John sought to solidify his authority quickly.,NOT_SUPPORTED,UNVERIFIABLE,"The claim 'John sought to solidify his authority quickly' is an interpretation of his actions and motivations, not a directly stated fact in the provided text. It requires inferring his intentions, which is beyond what can be determined from the given information.",none
2hop__14092_8311,content,elaborate,0,3,John sought to solidify his authority amid political turmoil.,NOT_SUPPORTED,DISTORTED,"The claim states 'John sought to solidify his authority amid political turmoil.' While John (King of England) faced political turmoil, the text doesn't describe him actively seeking to solidify authority. It describes his family, marriages, and children, and the circumstances surrounding his death.",none
2hop__14092_8311,content,elaborate,0,3,The circumstances were unconventional.,NOT_SUPPORTED,DISTORTED,"The claim 'The circumstances were unconventional' refers to the events surrounding Liu Ju's death and uprising. While his death was certainly unusual, the text doesn't explicitly describe the circumstances as 'unconventional' – it simply states he died due to political turmoil and rebellion. It's an interpretation, not a directly stated fact.",Liu Ju was the crown prince who died during political turmoil.
2hop__14092_8311,content,elaborate,0,3,The initial coronation did not take place in the traditional and symbolic setting of Westminster Abbey.,NOT_SUPPORTED,DISTORTED,"The ground truth states that coronations were held in Westminster Abbey since 1066. The claim states the initial coronation did not take place in Westminster Abbey, which is a direct contradiction of this established fact.",The text mentions coronations in Westminster Abbey since 1066.
2hop__14092_8311,content,elaborate,0,3,Henry III was John’s son.,NOT_SUPPORTED,INVENTED,"The claim states 'Henry III was John’s son,' but the text describes John as a king and has multiple children, including Henry III, but it does not establish a direct father-son relationship between them. It only states that Henry III ruled as king.",none
2hop__14092_8311,content,elaborate,0,3,Henry III was crowned on 17 May 12.,NOT_SUPPORTED,DISTORTED,"The claim states 'Henry III was crowned on 17 May 12', which is incorrect. Henry III was crowned in 1220, not 17 May 12.","The text states 'In 1216, Henry III was unable to be crowned in London...' and 'a further coronation was held in the abbey on 17 May 1220.'"
2hop__14092_8311,content,elaborate,0,3,The Archbishop of Canterbury ensures the legitimacy of the ceremony.,NOT_SUPPORTED,DISTORTED,"The ground truth describes the role of the Archbishop of Canterbury in a coronation ceremony, but the claim attributes a specific action (ensuring legitimacy) to him that isn't explicitly stated. It’s an interpretation, not a direct statement.",The text mentions 'The Archbishop of Canterbury is the traditional cleric in the coronation ceremony.'
2hop__14092_8311,content,elaborate,0,3,Rare exceptions to this tradition have occurred.,NOT_SUPPORTED,DISTORTED,"The claim 'Rare exceptions to this tradition have occurred' suggests that there are unusual instances of deviations from the established coronation process. While the text mentions instances where coronations were held elsewhere due to circumstances (e.g., Henry III being crowned in Gloucester), it doesn't state that these were 'rare exceptions' to a general tradition. It simply describes specific events.","The text describes specific instances of coronations outside of London, but doesn't frame them as exceptions to a broader tradition."
2hop__14092_8311,content,elaborate,0,3,These exceptions have occurred in moments of crisis.,NOT_SUPPORTED,DISTORTED,"The claim 'These exceptions have occurred in moments of crisis' is a general statement about historical events and doesn't directly relate to any specific person or event described in the ground truth. It introduces a broad, unspecific idea about crises, which isn't supported by the provided text.",none
2hop__14092_8311,content,elaborate,0,3,These exceptions have occurred when the usual venue was unavailable.,NOT_SUPPORTED,DISTORTED,"The claim states that exceptions have occurred when the usual venue was unavailable for coronations. While the ground truth mentions a coronation being held in Gloucester Cathedral due to circumstances, it doesn't detail specific exceptions or reasons for alternative venues. It implies a general pattern of unavailability, which is a distortion of the specific event described.",The ground truth mentions a coronation in Gloucester Cathedral due to Louis's control of London.
2hop__14092_8311,content,elaborate,0,3,He contributed to the expansion and management of the enterprise.,NOT_SUPPORTED,DISTORTED,"The claim states he 'contributed to the expansion and management of the enterprise.' While John Wedgwood did work in the family pottery business, the text doesn't specify *how* he contributed to expansion or management. It simply states he was a partner.","John Wedgwood (baptised 2 April 1766 — 26 January 1844), the eldest son of the potter Josiah Wedgwood, was a partner in the Wedgwood pottery firm 1790–1793 and again 1800–1812."
2hop__14092_8311,content,elaborate,0,3,John built upon the pioneering work of his grandfather.,NOT_SUPPORTED,INVENTED,"The claim that 'John built upon the pioneering work of his grandfather' is not directly supported by the provided text. It implies a legacy or continuation of work, which isn't explicitly stated about John Wedgwood.",none
2hop__14092_8311,content,elaborate,0,3,John's grandfather established the firm as a leader in the pottery industry.,NOT_SUPPORTED,DISTORTED,"The ground truth states that John was a king, not that his grandfather established a firm. The claim introduces a new fact about the firm's establishment and incorrectly attributes it to John's grandfather.",none
2hop__14092_8311,content,elaborate,0,3,John's grandfather was associated with scientific pursuits.,NOT_SUPPORTED,UNVERIFIABLE,The ground truth does not provide information about John's grandfather's scientific pursuits. It only details his lineage and family relationships.,none
2hop__14092_8311,content,elaborate,0,3,John's grandfather was associated with improvements in manufacturing techniques.,NOT_SUPPORTED,UNVERIFIABLE,The ground truth does not contain information about John's grandfather's involvement in manufacturing techniques. It only details family lineage and historical events.,none
2hop__14092_8311,content,elaborate,0,3,The family tradition was well-established in both sport and industry.,NOT_SUPPORTED,DISTORTED,"The claim refers to 'family tradition' in sport and industry, which is not explicitly stated in the ground truth. While the text describes family lineages and business successions, it doesn't detail specific traditions.",none
2hop__14092_8311,content,elaborate,0,3,William Penn is Eric's father.,NOT_SUPPORTED,INVENTED,"Eric Penn's father is stated to be William Penn, but William Penn is not mentioned in the provided text. The claim introduces a familial relationship not found in the ground truth.",none
2hop__14092_8311,content,elaborate,0,3,He participated in its operations.,NOT_SUPPORTED,DISTORTED,"The claim 'He participated in its operations' is vague and doesn't specify what 'its' refers to. While the text describes various individuals and their roles, it doesn't state that any of them 'participated in its operations'. It's a general statement that could apply to many scenarios.",none
2hop__14092_8311,content,elaborate,0,3,He participated in its management.,NOT_SUPPORTED,DISTORTED,"The claim 'He participated in its management' is vague and doesn't specify what 'it' refers to. While the text describes various individuals and their roles, it doesn't state that any of them 'participated in its management' of anything. It's a general statement that could apply to many situations, but isn't directly supported by the provided text.",none
