qid,group,instruction_type,run,step,instruction_used,n_facts,n_supported,n_not_supported,n_contradicted,init_score,factscore
2hop__635544_110949,style,formality,1,1,Rephrase it to be more formal.,118,107,11,0,0.9067796610169492,0.9067796610169492
2hop__635544_110949,style,formality,1,2,Rephrase it to be more formal.,121,109,12,0,0.9008264462809917,0.9008264462809917
2hop__635544_110949,style,formality,1,3,Rephrase it to be more formal.,120,108,12,0,0.9,0.9
2hop__635544_110949,style,formality,2,1,"Too conversational, rephrase it to be more formal.",130,118,12,0,0.9076923076923077,0.9076923076923077
2hop__635544_110949,style,formality,2,2,"Too conversational, rephrase it to be more formal.",123,113,10,0,0.9186991869918699,0.9186991869918699
2hop__635544_110949,style,formality,2,3,"Too conversational, rephrase it to be more formal.",134,111,23,0,0.8283582089552238,0.8283582089552238
2hop__635544_110949,style,paraphrase,0,1,Paraphrase this.,119,104,15,0,0.8739495798319328,0.8739495798319328
2hop__635544_110949,style,paraphrase,0,2,Paraphrase this.,106,90,16,0,0.8490566037735849,0.8490566037735849
2hop__635544_110949,style,paraphrase,0,3,Paraphrase this.,106,92,14,0,0.8679245283018868,0.8679245283018868
2hop__635544_110949,style,paraphrase,1,1,Reword this text.,114,100,14,0,0.8771929824561403,0.8771929824561403
2hop__635544_110949,style,paraphrase,1,2,Reword this text.,95,81,14,0,0.8526315789473684,0.8526315789473684
2hop__635544_110949,style,paraphrase,1,3,Reword this text.,90,81,9,0,0.9,0.9
2hop__635544_110949,style,paraphrase,2,1,Use different wording.,121,108,13,0,0.8925619834710744,0.8925619834710744
2hop__635544_110949,style,paraphrase,2,2,Use different wording.,131,118,13,0,0.9007633587786259,0.9007633587786259
2hop__635544_110949,style,paraphrase,2,3,Use different wording.,134,116,18,0,0.8656716417910447,0.8656716417910447
2hop__14092_8311,content,elaborate,0,1,"Elaborate on the content, adding relevant details while staying faithful to the source text.",155,128,27,0,0.8258064516129032,0.8258064516129032
2hop__14092_8311,content,elaborate,0,2,"Elaborate on the content, adding relevant details while staying faithful to the source text.",165,144,21,0,0.8727272727272727,0.8727272727272727
2hop__14092_8311,content,elaborate,0,3,"Elaborate on the content, adding relevant details while staying faithful to the source text.",154,140,14,0,0.9090909090909091,0.9090909090909091
2hop__14092_8311,content,elaborate,1,1,"Expand the text with more context, without introducing information that is not supported by the original.",173,141,32,0,0.815028901734104,0.815028901734104
2hop__14092_8311,content,elaborate,1,2,"Expand the text with more context, without introducing information that is not supported by the original.",148,131,17,0,0.8851351351351351,0.8851351351351351
2hop__14092_8311,content,elaborate,1,3,"Expand the text with more context, without introducing information that is not supported by the original.",144,128,16,0,0.8888888888888888,0.8888888888888888
2hop__14092_8311,content,elaborate,2,1,"Add more detail, keeping every fact grounded in the source material.",154,141,13,0,0.9155844155844156,0.9155844155844156
2hop__14092_8311,content,elaborate,2,2,"Add more detail, keeping every fact grounded in the source material.",168,144,24,0,0.8571428571428571,0.8571428571428571
2hop__14092_8311,content,elaborate,2,3,"Add more detail, keeping every fact grounded in the source material.",171,150,21,0,0.8771929824561403,0.8771929824561403
2hop__14092_8311,content,shorten,0,1,Make wording more concise.,43,39,4,0,0.9069767441860465,0.9069767441860465
2hop__14092_8311,content,shorten,0,2,Make wording more concise.,35,33,2,0,0.9428571428571428,0.9428571428571428
2hop__14092_8311,content,shorten,0,3,Make wording more concise.,26,26,0,0,1.0,1.0
2hop__14092_8311,content,shorten,1,1,Rephrase for clarity and conciseness.,52,42,10,0,0.8076923076923077,0.8076923076923077
2hop__14092_8311,content,shorten,1,2,Rephrase for clarity and conciseness.,50,42,8,0,0.84,0.84
2hop__14092_8311,content,shorten,1,3,Rephrase for clarity and conciseness.,50,42,8,0,0.84,0.84
2hop__14092_8311,content,shorten,2,1,"Improve accuracy, clarity, and conciseness of language.",78,70,8,0,0.8974358974358975,0.8974358974358975
2hop__14092_8311,content,shorten,2,2,"Improve accuracy, clarity, and conciseness of language.",79,70,9,0,0.8860759493670886,0.8860759493670886
2hop__14092_8311,content,shorten,2,3,"Improve accuracy, clarity, and conciseness of language.",62,52,10,0,0.8387096774193549,0.8387096774193549
2hop__14092_8311,style,formality,0,1,Make the text more formal.,59,49,10,0,0.8305084745762712,0.8305084745762712
2hop__14092_8311,style,formality,0,2,Make the text more formal.,63,58,5,0,0.9206349206349206,0.9206349206349206
2hop__14092_8311,style,formality,0,3,Make the text more formal.,62,57,5,0,0.9193548387096774,0.9193548387096774
2hop__14092_8311,style,formality,1,1,Rephrase it to be more formal.,162,141,21,0,0.8703703703703703,0.8703703703703703
2hop__14092_8311,style,formality,1,2,Rephrase it to be more formal.,139,113,26,0,0.8129496402877698,0.8129496402877698
2hop__14092_8311,style,formality,1,3,Rephrase it to be more formal.,141,117,24,0,0.8297872340425532,0.8297872340425532
2hop__14092_8311,style,formality,2,1,"Too conversational, rephrase it to be more formal.",114,105,9,0,0.9210526315789473,0.9210526315789473
2hop__14092_8311,style,formality,2,2,"Too conversational, rephrase it to be more formal.",104,99,5,0,0.9519230769230769,0.9519230769230769
2hop__14092_8311,style,formality,2,3,"Too conversational, rephrase it to be more formal.",101,96,5,0,0.9504950495049505,0.9504950495049505
2hop__14092_8311,style,paraphrase,0,1,Paraphrase this.,81,72,9,0,0.8888888888888888,0.8888888888888888
2hop__14092_8311,style,paraphrase,0,2,Paraphrase this.,76,70,6,0,0.9210526315789473,0.9210526315789473
2hop__14092_8311,style,paraphrase,0,3,Paraphrase this.,81,76,5,0,0.9382716049382716,0.9382716049382716
2hop__14092_8311,style,paraphrase,1,1,Reword this text.,117,102,15,0,0.8717948717948718,0.8717948717948718
2hop__14092_8311,style,paraphrase,1,2,Reword this text.,106,91,15,0,0.8584905660377359,0.8584905660377359
2hop__14092_8311,style,paraphrase,1,3,Reword this text.,81,79,2,0,0.9753086419753086,0.9753086419753086
2hop__14092_8311,style,paraphrase,2,1,Use different wording.,125,112,13,0,0.896,0.896
2hop__14092_8311,style,paraphrase,2,2,Use different wording.,112,102,10,0,0.9107142857142857,0.9107142857142857
2hop__14092_8311,style,paraphrase,2,3,Use different wording.,133,117,16,0,0.8796992481203008,0.8796992481203008
2hop__5658_25002,content,elaborate,0,1,"Elaborate on the content, adding relevant details while staying faithful to the source text.",111,106,5,0,0.954954954954955,0.954954954954955
2hop__5658_25002,content,elaborate,0,2,"Elaborate on the content, adding relevant details while staying faithful to the source text.",114,105,9,0,0.9210526315789473,0.9210526315789473
2hop__5658_25002,content,elaborate,0,3,"Elaborate on the content, adding relevant details while staying faithful to the source text.",128,118,10,0,0.921875,0.921875
2hop__5658_25002,content,elaborate,1,1,"Expand the text with more context, without introducing information that is not supported by the original.",69,69,0,0,1.0,1.0
2hop__5658_25002,content,elaborate,1,2,"Expand the text with more context, without introducing information that is not supported by the original.",58,56,2,0,0.9655172413793104,0.9655172413793104
2hop__5658_25002,content,elaborate,1,3,"Expand the text with more context, without introducing information that is not supported by the original.",63,61,2,0,0.9682539682539683,0.9682539682539683
2hop__5658_25002,content,elaborate,2,1,"Add more detail, keeping every fact grounded in the source material.",94,84,10,0,0.8936170212765957,0.8936170212765957
2hop__5658_25002,content,elaborate,2,2,"Add more detail, keeping every fact grounded in the source material.",92,82,10,0,0.8913043478260869,0.8913043478260869
2hop__5658_25002,content,elaborate,2,3,"Add more detail, keeping every fact grounded in the source material.",103,91,12,0,0.883495145631068,0.883495145631068
2hop__5658_25002,content,shorten,0,1,Make wording more concise.,57,50,7,0,0.8771929824561403,0.8771929824561403
2hop__5658_25002,content,shorten,0,2,Make wording more concise.,37,34,3,0,0.918918918918919,0.918918918918919
2hop__5658_25002,content,shorten,0,3,Make wording more concise.,33,28,5,0,0.8484848484848485,0.8484848484848485
2hop__5658_25002,content,shorten,1,1,Rephrase for clarity and conciseness.,45,42,3,0,0.9333333333333333,0.9333333333333333
2hop__5658_25002,content,shorten,1,2,Rephrase for clarity and conciseness.,39,37,2,0,0.9487179487179487,0.9487179487179487
2hop__5658_25002,content,shorten,1,3,Rephrase for clarity and conciseness.,42,38,4,0,0.9047619047619048,0.9047619047619048
2hop__5658_25002,content,shorten,2,1,"Improve accuracy, clarity, and conciseness of language.",73,67,6,0,0.9178082191780822,0.9178082191780822
2hop__5658_25002,content,shorten,2,2,"Improve accuracy, clarity, and conciseness of language.",59,53,6,0,0.8983050847457628,0.8983050847457628
2hop__5658_25002,content,shorten,2,3,"Improve accuracy, clarity, and conciseness of language.",62,57,5,0,0.9193548387096774,0.9193548387096774
2hop__5658_25002,style,formality,0,1,Make the text more formal.,112,102,10,0,0.9107142857142857,0.9107142857142857
2hop__5658_25002,style,formality,0,2,Make the text more formal.,105,94,11,0,0.8952380952380953,0.8952380952380953
2hop__5658_25002,style,formality,0,3,Make the text more formal.,110,98,12,0,0.8909090909090909,0.8909090909090909
2hop__5658_25002,style,formality,1,1,Rephrase it to be more formal.,98,93,5,0,0.9489795918367347,0.9489795918367347
2hop__5658_25002,style,formality,1,2,Rephrase it to be more formal.,102,98,4,0,0.9607843137254902,0.9607843137254902
2hop__5658_25002,style,formality,1,3,Rephrase it to be more formal.,99,96,3,0,0.9696969696969697,0.9696969696969697
2hop__5658_25002,style,formality,2,1,"Too conversational, rephrase it to be more formal.",95,89,6,0,0.9368421052631579,0.9368421052631579
2hop__5658_25002,style,formality,2,2,"Too conversational, rephrase it to be more formal.",86,80,6,0,0.9302325581395349,0.9302325581395349
2hop__5658_25002,style,formality,2,3,"Too conversational, rephrase it to be more formal.",79,73,6,0,0.9240506329113924,0.9240506329113924
2hop__5658_25002,style,paraphrase,0,1,Paraphrase this.,95,91,4,0,0.9578947368421052,0.9578947368421052
2hop__5658_25002,style,paraphrase,0,2,Paraphrase this.,73,68,5,0,0.9315068493150684,0.9315068493150684
2hop__5658_25002,style,paraphrase,0,3,Paraphrase this.,72,66,6,0,0.9166666666666666,0.9166666666666666
2hop__5658_25002,style,paraphrase,1,1,Reword this text.,76,72,4,0,0.9473684210526315,0.9473684210526315
2hop__5658_25002,style,paraphrase,1,2,Reword this text.,73,61,12,0,0.8356164383561644,0.8356164383561644
2hop__5658_25002,style,paraphrase,1,3,Reword this text.,67,58,9,0,0.8656716417910447,0.8656716417910447
2hop__5658_25002,style,paraphrase,2,1,Use different wording.,90,84,6,0,0.9333333333333333,0.9333333333333333
2hop__5658_25002,style,paraphrase,2,2,Use different wording.,88,82,6,0,0.9318181818181818,0.9318181818181818
2hop__5658_25002,style,paraphrase,2,3,Use different wording.,71,69,2,0,0.971830985915493,0.971830985915493
2hop__61143_165532,content,elaborate,0,1,"Elaborate on the content, adding relevant details while staying faithful to the source text.",191,179,12,0,0.93717277486911,0.93717277486911
2hop__61143_165532,content,elaborate,0,2,"Elaborate on the content, adding relevant details while staying faithful to the source text.",192,179,13,0,0.9322916666666666,0.9322916666666666
2hop__61143_165532,content,elaborate,0,3,"Elaborate on the content, adding relevant details while staying faithful to the source text.",187,167,20,0,0.893048128342246,0.893048128342246
2hop__61143_165532,content,elaborate,1,1,"Expand the text with more context, without introducing information that is not supported by the original.",166,157,9,0,0.9457831325301205,0.9457831325301205
2hop__61143_165532,content,elaborate,1,2,"Expand the text with more context, without introducing information that is not supported by the original.",170,160,10,0,0.9411764705882353,0.9411764705882353
2hop__61143_165532,content,elaborate,1,3,"Expand the text with more context, without introducing information that is not supported by the original.",178,167,11,0,0.9382022471910112,0.9382022471910112
2hop__61143_165532,content,elaborate,2,1,"Add more detail, keeping every fact grounded in the source material.",218,199,19,0,0.9128440366972477,0.9128440366972477
2hop__61143_165532,content,elaborate,2,2,"Add more detail, keeping every fact grounded in the source material.",207,188,19,0,0.9082125603864735,0.9082125603864735
2hop__61143_165532,content,elaborate,2,3,"Add more detail, keeping every fact grounded in the source material.",200,183,17,0,0.915,0.915
2hop__61143_165532,content,shorten,0,1,Make wording more concise.,60,54,6,0,0.9,0.9
2hop__61143_165532,content,shorten,0,2,Make wording more concise.,41,37,4,0,0.9024390243902439,0.9024390243902439
2hop__61143_165532,content,shorten,0,3,Make wording more concise.,39,33,6,0,0.8461538461538461,0.8461538461538461
2hop__61143_165532,content,shorten,1,1,Rephrase for clarity and conciseness.,82,78,4,0,0.9512195121951219,0.9512195121951219
2hop__61143_165532,content,shorten,1,2,Rephrase for clarity and conciseness.,74,70,4,0,0.9459459459459459,0.9459459459459459
2hop__61143_165532,content,shorten,1,3,Rephrase for clarity and conciseness.,75,70,5,0,0.9333333333333333,0.9333333333333333
2hop__61143_165532,content,shorten,2,1,"Improve accuracy, clarity, and conciseness of language.",91,80,11,0,0.8791208791208791,0.8791208791208791
2hop__61143_165532,content,shorten,2,2,"Improve accuracy, clarity, and conciseness of language.",88,73,15,0,0.8295454545454546,0.8295454545454546
2hop__61143_165532,content,shorten,2,3,"Improve accuracy, clarity, and conciseness of language.",77,66,11,0,0.8571428571428571,0.8571428571428571
2hop__61143_165532,style,formality,0,1,Make the text more formal.,170,159,11,0,0.9352941176470588,0.9352941176470588
2hop__61143_165532,style,formality,0,2,Make the text more formal.,180,159,21,0,0.8833333333333333,0.8833333333333333
2hop__61143_165532,style,formality,0,3,Make the text more formal.,147,142,5,0,0.9659863945578231,0.9659863945578231
2hop__61143_165532,style,formality,1,1,Rephrase it to be more formal.,134,119,15,0,0.8880597014925373,0.8880597014925373
2hop__61143_165532,style,formality,1,2,Rephrase it to be more formal.,126,109,17,0,0.8650793650793651,0.8650793650793651
2hop__61143_165532,style,formality,1,3,Rephrase it to be more formal.,127,113,14,0,0.889763779527559,0.889763779527559
2hop__61143_165532,style,formality,2,1,"Too conversational, rephrase it to be more formal.",177,164,13,0,0.9265536723163842,0.9265536723163842
2hop__61143_165532,style,formality,2,2,"Too conversational, rephrase it to be more formal.",182,163,19,0,0.8956043956043956,0.8956043956043956
2hop__61143_165532,style,formality,2,3,"Too conversational, rephrase it to be more formal.",163,149,14,0,0.9141104294478528,0.9141104294478528
2hop__61143_165532,style,paraphrase,0,1,Paraphrase this.,116,113,3,0,0.9741379310344828,0.9741379310344828
2hop__61143_165532,style,paraphrase,0,2,Paraphrase this.,100,91,9,0,0.91,0.91
2hop__61143_165532,style,paraphrase,0,3,Paraphrase this.,82,78,4,0,0.9512195121951219,0.9512195121951219
2hop__61143_165532,style,paraphrase,1,1,Reword this text.,88,81,7,0,0.9204545454545454,0.9204545454545454
2hop__61143_165532,style,paraphrase,1,2,Reword this text.,78,73,5,0,0.9358974358974359,0.9358974358974359
2hop__61143_165532,style,paraphrase,1,3,Reword this text.,72,69,3,0,0.9583333333333334,0.9583333333333334
2hop__61143_165532,style,paraphrase,2,1,Use different wording.,136,131,5,0,0.9632352941176471,0.9632352941176471
2hop__61143_165532,style,paraphrase,2,2,Use different wording.,106,101,5,0,0.9528301886792453,0.9528301886792453
2hop__61143_165532,style,paraphrase,2,3,Use different wording.,100,93,7,0,0.93,0.93
2hop__612719_6455,content,elaborate,0,1,"Elaborate on the content, adding relevant details while staying faithful to the source text.",175,158,17,0,0.9028571428571428,0.9028571428571428
2hop__612719_6455,content,elaborate,0,2,"Elaborate on the content, adding relevant details while staying faithful to the source text.",218,194,24,0,0.8899082568807339,0.8899082568807339
2hop__612719_6455,content,elaborate,0,3,"Elaborate on the content, adding relevant details while staying faithful to the source text.",202,167,35,0,0.8267326732673267,0.8267326732673267
2hop__612719_6455,content,elaborate,1,1,"Expand the text with more context, without introducing information that is not supported by the original.",136,127,9,0,0.9338235294117647,0.9338235294117647
2hop__612719_6455,content,elaborate,1,2,"Expand the text with more context, without introducing information that is not supported by the original.",179,150,29,0,0.8379888268156425,0.8379888268156425
2hop__612719_6455,content,elaborate,1,3,"Expand the text with more context, without introducing information that is not supported by the original.",172,148,24,0,0.8604651162790697,0.8604651162790697
2hop__612719_6455,content,elaborate,2,1,"Add more detail, keeping every fact grounded in the source material.",214,202,12,0,0.9439252336448598,0.9439252336448598
2hop__612719_6455,content,elaborate,2,2,"Add more detail, keeping every fact grounded in the source material.",234,215,19,0,0.9188034188034188,0.9188034188034188
2hop__612719_6455,content,elaborate,2,3,"Add more detail, keeping every fact grounded in the source material.",252,210,42,0,0.8333333333333334,0.8333333333333334
2hop__612719_6455,content,shorten,0,1,Make wording more concise.,50,48,2,0,0.96,0.96
2hop__612719_6455,content,shorten,0,2,Make wording more concise.,35,32,3,0,0.9142857142857143,0.9142857142857143
2hop__612719_6455,content,shorten,0,3,Make wording more concise.,31,30,1,0,0.967741935483871,0.967741935483871
2hop__612719_6455,content,shorten,1,1,Rephrase for clarity and conciseness.,44,44,0,0,1.0,1.0
2hop__612719_6455,content,shorten,1,2,Rephrase for clarity and conciseness.,44,44,0,0,1.0,1.0
2hop__612719_6455,content,shorten,1,3,Rephrase for clarity and conciseness.,34,32,2,0,0.9411764705882353,0.9411764705882353
2hop__612719_6455,content,shorten,2,1,"Improve accuracy, clarity, and conciseness of language.",76,73,3,0,0.9605263157894737,0.9605263157894737
2hop__612719_6455,content,shorten,2,2,"Improve accuracy, clarity, and conciseness of language.",78,72,6,0,0.9230769230769231,0.9230769230769231
2hop__612719_6455,content,shorten,2,3,"Improve accuracy, clarity, and conciseness of language.",62,60,2,0,0.967741935483871,0.967741935483871
2hop__612719_6455,style,formality,0,1,Make the text more formal.,192,181,11,0,0.9427083333333334,0.9427083333333334
2hop__612719_6455,style,formality,0,2,Make the text more formal.,168,162,6,0,0.9642857142857143,0.9642857142857143
2hop__612719_6455,style,formality,0,3,Make the text more formal.,154,145,9,0,0.9415584415584416,0.9415584415584416
2hop__612719_6455,style,formality,1,1,Rephrase it to be more formal.,163,156,7,0,0.9570552147239264,0.9570552147239264
2hop__612719_6455,style,formality,1,2,Rephrase it to be more formal.,162,154,8,0,0.9506172839506173,0.9506172839506173
2hop__612719_6455,style,formality,1,3,Rephrase it to be more formal.,162,154,8,0,0.9506172839506173,0.9506172839506173
2hop__612719_6455,style,formality,2,1,"Too conversational, rephrase it to be more formal.",118,112,6,0,0.9491525423728814,0.9491525423728814
2hop__612719_6455,style,formality,2,2,"Too conversational, rephrase it to be more formal.",126,120,6,0,0.9523809523809523,0.9523809523809523
2hop__612719_6455,style,formality,2,3,"Too conversational, rephrase it to be more formal.",118,113,5,0,0.9576271186440678,0.9576271186440678
2hop__612719_6455,style,paraphrase,0,1,Paraphrase this.,127,121,6,0,0.952755905511811,0.952755905511811
2hop__612719_6455,style,paraphrase,0,2,Paraphrase this.,111,103,8,0,0.9279279279279279,0.9279279279279279
2hop__612719_6455,style,paraphrase,0,3,Paraphrase this.,108,102,6,0,0.9444444444444444,0.9444444444444444
2hop__612719_6455,style,paraphrase,1,1,Reword this text.,93,89,4,0,0.956989247311828,0.956989247311828
2hop__612719_6455,style,paraphrase,1,2,Reword this text.,91,86,5,0,0.945054945054945,0.945054945054945
2hop__612719_6455,style,paraphrase,1,3,Reword this text.,77,73,4,0,0.948051948051948,0.948051948051948
2hop__612719_6455,style,paraphrase,2,1,Use different wording.,100,91,9,0,0.91,0.91
2hop__612719_6455,style,paraphrase,2,2,Use different wording.,97,87,10,0,0.8969072164948454,0.8969072164948454
2hop__612719_6455,style,paraphrase,2,3,Use different wording.,98,85,13,0,0.8673469387755102,0.8673469387755102
3hop1__19768_19788_10117,content,elaborate,0,1,"Elaborate on the content, adding relevant details while staying faithful to the source text.",175,149,26,0,0.8514285714285714,0.8514285714285714
3hop1__19768_19788_10117,content,elaborate,0,2,"Elaborate on the content, adding relevant details while staying faithful to the source text.",170,141,29,0,0.8294117647058824,0.8294117647058824
3hop1__19768_19788_10117,content,elaborate,0,3,"Elaborate on the content, adding relevant details while staying faithful to the source text.",208,162,46,0,0.7788461538461539,0.7788461538461539
3hop1__19768_19788_10117,content,elaborate,1,1,"Expand the text with more context, without introducing information that is not supported by the original.",165,130,35,0,0.7878787878787878,0.7878787878787878
3hop1__19768_19788_10117,content,elaborate,1,2,"Expand the text with more context, without introducing information that is not supported by the original.",154,131,23,0,0.8506493506493507,0.8506493506493507
3hop1__19768_19788_10117,content,elaborate,1,3,"Expand the text with more context, without introducing information that is not supported by the original.",159,131,28,0,0.8238993710691824,0.8238993710691824
3hop1__19768_19788_10117,content,elaborate,2,1,"Add more detail, keeping every fact grounded in the source material.",177,156,21,0,0.8813559322033898,0.8813559322033898
3hop1__19768_19788_10117,content,elaborate,2,2,"Add more detail, keeping every fact grounded in the source material.",178,149,29,0,0.8370786516853933,0.8370786516853933
3hop1__19768_19788_10117,content,elaborate,2,3,"Add more detail, keeping every fact grounded in the source material.",234,191,43,0,0.8162393162393162,0.8162393162393162
3hop1__19768_19788_10117,content,shorten,0,1,Make wording more concise.,55,48,7,0,0.8727272727272727,0.8727272727272727
3hop1__19768_19788_10117,content,shorten,0,2,Make wording more concise.,42,36,6,0,0.8571428571428571,0.8571428571428571
3hop1__19768_19788_10117,content,shorten,0,3,Make wording more concise.,39,33,6,0,0.8461538461538461,0.8461538461538461
3hop1__19768_19788_10117,content,shorten,1,1,Rephrase for clarity and conciseness.,78,65,13,0,0.8333333333333334,0.8333333333333334
3hop1__19768_19788_10117,content,shorten,1,2,Rephrase for clarity and conciseness.,64,55,9,0,0.859375,0.859375
3hop1__19768_19788_10117,content,shorten,1,3,Rephrase for clarity and conciseness.,69,60,9,0,0.8695652173913043,0.8695652173913043
3hop1__19768_19788_10117,content,shorten,2,1,"Improve accuracy, clarity, and conciseness of language.",78,65,13,0,0.8333333333333334,0.8333333333333334
3hop1__19768_19788_10117,content,shorten,2,2,"Improve accuracy, clarity, and conciseness of language.",76,68,8,0,0.8947368421052632,0.8947368421052632
3hop1__19768_19788_10117,content,shorten,2,3,"Improve accuracy, clarity, and conciseness of language.",96,87,9,0,0.90625,0.90625
3hop1__19768_19788_10117,style,formality,0,1,Make the text more formal.,128,113,15,0,0.8828125,0.8828125
3hop1__19768_19788_10117,style,formality,0,2,Make the text more formal.,131,112,19,0,0.8549618320610687,0.8549618320610687
3hop1__19768_19788_10117,style,formality,0,3,Make the text more formal.,131,113,18,0,0.8625954198473282,0.8625954198473282
3hop1__19768_19788_10117,style,formality,1,1,Rephrase it to be more formal.,150,129,21,0,0.86,0.86
3hop1__19768_19788_10117,style,formality,1,2,Rephrase it to be more formal.,151,130,21,0,0.8609271523178808,0.8609271523178808
3hop1__19768_19788_10117,style,formality,1,3,Rephrase it to be more formal.,153,131,22,0,0.8562091503267973,0.8562091503267973
3hop1__19768_19788_10117,style,formality,2,1,"Too conversational, rephrase it to be more formal.",127,113,14,0,0.889763779527559,0.889763779527559
3hop1__19768_19788_10117,style,formality,2,2,"Too conversational, rephrase it to be more formal.",115,102,13,0,0.8869565217391304,0.8869565217391304
3hop1__19768_19788_10117,style,formality,2,3,"Too conversational, rephrase it to be more formal.",110,97,13,0,0.8818181818181818,0.8818181818181818
3hop1__19768_19788_10117,style,paraphrase,0,1,Paraphrase this.,96,90,6,0,0.9375,0.9375
3hop1__19768_19788_10117,style,paraphrase,0,2,Paraphrase this.,70,62,8,0,0.8857142857142857,0.8857142857142857
3hop1__19768_19788_10117,style,paraphrase,0,3,Paraphrase this.,69,60,9,0,0.8695652173913043,0.8695652173913043
3hop1__19768_19788_10117,style,paraphrase,1,1,Reword this text.,108,94,14,0,0.8703703703703703,0.8703703703703703
3hop1__19768_19788_10117,style,paraphrase,1,2,Reword this text.,81,75,6,0,0.9259259259259259,0.9259259259259259
3hop1__19768_19788_10117,style,paraphrase,1,3,Reword this text.,79,69,10,0,0.8734177215189873,0.8734177215189873
3hop1__19768_19788_10117,style,paraphrase,2,1,Use different wording.,54,48,6,0,0.8888888888888888,0.8888888888888888
3hop1__19768_19788_10117,style,paraphrase,2,2,Use different wording.,68,62,6,0,0.9117647058823529,0.9117647058823529
3hop1__19768_19788_10117,style,paraphrase,2,3,Use different wording.,59,53,6,0,0.8983050847457628,0.8983050847457628
3hop1__305566_568433_47686,content,elaborate,0,1,"Elaborate on the content, adding relevant details while staying faithful to the source text.",244,202,42,0,0.8278688524590164,0.8278688524590164
3hop1__305566_568433_47686,content,elaborate,0,2,"Elaborate on the content, adding relevant details while staying faithful to the source text.",228,173,55,0,0.7587719298245614,0.7587719298245614
3hop1__305566_568433_47686,content,elaborate,0,3,"Elaborate on the content, adding relevant details while staying faithful to the source text.",242,165,77,0,0.6818181818181818,0.6818181818181818
3hop1__305566_568433_47686,content,elaborate,1,1,"Expand the text with more context, without introducing information that is not supported by the original.",208,175,33,0,0.8413461538461539,0.8413461538461539
3hop1__305566_568433_47686,content,elaborate,1,2,"Expand the text with more context, without introducing information that is not supported by the original.",240,195,45,0,0.8125,0.8125
3hop1__305566_568433_47686,content,elaborate,1,3,"Expand the text with more context, without introducing information that is not supported by the original.",241,198,43,0,0.8215767634854771,0.8215767634854771
3hop1__305566_568433_47686,content,elaborate,2,1,"Add more detail, keeping every fact grounded in the source material.",224,193,31,0,0.8616071428571429,0.8616071428571429
3hop1__305566_568433_47686,content,elaborate,2,2,"Add more detail, keeping every fact grounded in the source material.",232,179,53,0,0.771551724137931,0.771551724137931
