qid,group,instruction_type,run,step,question,gold_answer,gold_answer_aliases,predicted_answer,matched_reference,answer_f1
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,0,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,0,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,0,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,0,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,1,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,1,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","13,000","nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,1,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","about 13,000","nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,1,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",Thousands,"nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,2,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,2,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,2,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,2,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,0,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,0,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",53000,"nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,0,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",53000,"nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,0,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",53000,"nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,1,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,1,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,1,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,1,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","49,000","nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,2,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,2,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,2,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,2,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,0,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,0,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",53000,"nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,0,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",53000,"nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,0,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",53000,"nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,1,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,1,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,1,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,1,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,2,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,2,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","53,000","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,2,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",53000,"nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,2,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",four,"nearly 53,000",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,0,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,0,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,0,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","Free sightseeing flights, streamlined check-in, free parking","accessible parking and a convenient baggage claim. quick check-ins, free,",0.25
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,0,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,1,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,1,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,1,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","free sightseeing flights, free parking, streamlined check-in, educational flights for students","accessible parking and a convenient baggage claim. quick check-ins, free,",0.19999999999999998
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,1,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","Free sightseeing flights and free flights for students to Washington, D.C.","accessible parking and a convenient baggage claim. quick check-ins, free,",0.19999999999999998
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,2,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,2,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","quick check-in, complimentary and accessible parking, and a convenient baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.7368421052631577
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,2,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,2,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, free parking, efficient baggage claim, complimentary sightseeing flights","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4210526315789474
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,0,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,0,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,0,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,0,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,1,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,1,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,1,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,1,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,2,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,2,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","fast check-in, free accessible parking, convenient baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.7058823529411765
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,2,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, accessible parking, baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.5333333333333333
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,2,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, free accessible parking, efficient baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.5882352941176471
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,0,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,0,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary sightseeing flights during the holiday season,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,0,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,0,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,1,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,1,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,1,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, complimentary and accessible parking, efficient baggage claim, complimentary sightseeing flights","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4761904761904762
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,1,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, complimentary and accessible parking, efficient baggage claim, complimentary sightseeing flights","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4761904761904762
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,2,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,2,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,2,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, complimentary and accessible parking, efficient baggage claim, complimentary sightseeing flights","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4761904761904762
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,2,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","Expedited check-in, complimentary and accessible parking, efficient baggage handling, complimentary sightseeing flights","accessible parking and a convenient baggage claim. quick check-ins, free,",0.380952380952381
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,0,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,0,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,0,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,0,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,1,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,1,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,1,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","quick check-in, complimentary accessible parking, streamlined baggage claim, free sightseeing flights, and complimentary flights for students","accessible parking and a convenient baggage claim. quick check-ins, free,",0.56
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,1,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,2,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,2,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,2,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","free sightseeing flights, free parking, and efficient luggage services","accessible parking and a convenient baggage claim. quick check-ins, free,",0.3333333333333333
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,2,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/017df5c4fe1e79eb26957ff6a8b4c1e41cd966ac.story,content,elaborate,0,0,What does he say about people trusting their instincts?,just don't trust and they're not willing to take a risk.,just don't trust and they're not willing to take a risk.,He says people don't trust their instincts and are afraid to take a risk.,just don't trust and they're not willing to take a risk.,0.5217391304347826
./cnn/stories/017df5c4fe1e79eb26957ff6a8b4c1e41cd966ac.story,content,elaborate,0,1,What does he say about people trusting their instincts?,just don't trust and they're not willing to take a risk.,just don't trust and they're not willing to take a risk.,"He encourages people to trust their instincts and not be afraid to take risks, rather than defaulting to safe, neutral colors.",just don't trust and they're not willing to take a risk.,0.3225806451612903
./cnn/stories/017df5c4fe1e79eb26957ff6a8b4c1e41cd966ac.story,content,elaborate,0,2,What does he say about people trusting their instincts?,just don't trust and they're not willing to take a risk.,just don't trust and they're not willing to take a risk.,He encourages trusting instincts and embracing bold choices.,just don't trust and they're not willing to take a risk.,0.11111111111111112
./cnn/stories/017df5c4fe1e79eb26957ff6a8b4c1e41cd966ac.story,content,elaborate,0,3,What does he say about people trusting their instincts?,just don't trust and they're not willing to take a risk.,just don't trust and they're not willing to take a risk.,"He encourages trusting instincts to make bold, personal design choices.",just don't trust and they're not willing to take a risk.,0.10000000000000002
./cnn/stories/017df5c4fe1e79eb26957ff6a8b4c1e41cd966ac.story,content,elaborate,1,0,What does he say about people trusting their instincts?,just don't trust and they're not willing to take a risk.,just don't trust and they're not willing to take a risk.,He says people don't trust their instincts and are afraid to take a risk.,just don't trust and they're not willing to take a risk.,0.5217391304347826
./cnn/stories/017df5c4fe1e79eb26957ff6a8b4c1e41cd966ac.story,content,elaborate,1,1,What does he say about people trusting their instincts?,just don't trust and they're not willing to take a risk.,just don't trust and they're not willing to take a risk.,He says people should trust their instincts and take risks.,just don't trust and they're not willing to take a risk.,0.3
