qid,group,instruction_type,run,step,question,gold_answer,gold_answer_aliases,predicted_answer,matched_reference,answer_f1
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,elaborate,2,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",at least four infants,"nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,elaborate,2,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",at least four infants,"nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,0,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,0,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,0,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,0,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000","nearly 53,000",1.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,1,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,1,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","about 13,000 others, with 40,000 receiving outpatient care","nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,1,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","about 13,000 others","nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,1,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","The context does not provide a specific number of infants reported ill from the tainted milk powder. It only states ""hospitalized thousands."" Since the question asks for a number and the context does not contain a specific figure, a verbatim answer cannot be provided from the given context.","nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,2,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,2,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,2,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,content,shorten,2,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,0,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,0,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","approximately 53,000 others","nearly 53,000",0.4
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,0,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","approximately 53,000 others","nearly 53,000",0.4
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,0,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","approximately 53,000 others","nearly 53,000",0.4
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,1,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,1,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,1,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","affected nearly 53,000 others","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,1,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","approximately 49,000 others","nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,2,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,2,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,2,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","approximately 53,000 others","nearly 53,000",0.4
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,formality,2,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","approximately 53,000 others","nearly 53,000",0.4
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,0,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,0,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","approximately 53,000 others","nearly 53,000",0.4
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,0,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","about 53,000 others ill","nearly 53,000",0.3333333333333333
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,0,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","around 53,000 others","nearly 53,000",0.4
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,1,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,1,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others ill","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,1,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,1,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others ill","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,2,0,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others","nearly 53,000",0.8
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,2,1,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","nearly 53,000 others ill","nearly 53,000",0.6666666666666666
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,2,2,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000","about 13,000 children were hospitalized and 40,000 more received outpatient treatment for suspected melamine poisoning","nearly 53,000",0.0
./cnn/stories/00ae31ff5ede1de6cd39eccf36bae935c882527b.story,style,paraphrase,2,3,How many infants in China are reported ill from the tainted milk powder?,"nearly 53,000","nearly 53,000",four infants,"nearly 53,000",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,0,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,0,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","easy check-in, complimentary and accessible parking, and, as the end of the year approaches, even free sightseeing flights","accessible parking and a convenient baggage claim. quick check-ins, free,",0.32
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,0,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","streamlined check-in processes, free parking that’s accessible to everyone, and, as December approaches each year, complimentary sightseeing flights","accessible parking and a convenient baggage claim. quick check-ins, free,",0.2962962962962963
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,0,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in procedures, universally accessible free parking, and, as winter approaches, complimentary sightseeing flights","accessible parking and a convenient baggage claim. quick check-ins, free,",0.34782608695652173
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,1,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,1,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary and accessible parking,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.46153846153846156
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,1,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","streamlined check-in procedures, free and accessible parking, and conveniently located baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.5714285714285715
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,1,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,2,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,2,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","quick check-in, complimentary and accessible parking, and a convenient baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.7368421052631577
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,2,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in procedures, free and accessible parking, and efficient baggage claim services","accessible parking and a convenient baggage claim. quick check-ins, free,",0.5714285714285715
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,elaborate,2,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in procedures, free and ample on-site parking, and efficient baggage claim services","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4545454545454546
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,0,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,0,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,0,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,0,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,1,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,1,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,1,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,1,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,2,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,2,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","amenities such as fast check-in, free accessible parking, and convenient baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.6666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,2,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, complimentary accessible parking, and efficient baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.5555555555555556
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,content,shorten,2,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, free accessible parking, and efficient baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.6666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,0,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,0,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in procedures, complimentary and accessible parking, and efficient baggage claim services","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4761904761904762
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,0,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in procedures, complimentary and accessible parking, and efficient baggage claim services","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4761904761904762
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,0,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in procedures, complimentary and accessible parking, and efficient baggage claim services","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4761904761904762
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,1,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,1,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in procedures, complimentary and accessible parking, and an efficient baggage claim system","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4761904761904762
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,1,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in services, complimentary and accessible parking, and an efficient baggage claim process","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4761904761904762
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,1,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, complimentary and accessible parking, and an efficient baggage claim system","accessible parking and a convenient baggage claim. quick check-ins, free,",0.5
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,2,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,2,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in procedures, complimentary and accessible parking, and efficient baggage claim services","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4761904761904762
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,2,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, complimentary and accessible parking, and efficient baggage claim services","accessible parking and a convenient baggage claim. quick check-ins, free,",0.5
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,formality,2,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in services, complimentary and accessible parking, and efficient baggage handling","accessible parking and a convenient baggage claim. quick check-ins, free,",0.39999999999999997
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,0,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,0,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,0,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",complimentary sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.0
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,0,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,1,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,1,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,1,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","quick check-in, complimentary accessible parking, and a streamlined baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.6666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,1,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","expedited check-in, free accessible parking, and efficient baggage claim","accessible parking and a convenient baggage claim. quick check-ins, free,",0.6666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,2,0,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.16666666666666666
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,2,1,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","easy check-in, complimentary and accessible parking, and efficient baggage handling","accessible parking and a convenient baggage claim. quick check-ins, free,",0.4210526315789474
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,2,2,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,","free and accessible parking, and swift luggage services","accessible parking and a convenient baggage claim. quick check-ins, free,",0.47058823529411764
./cnn/stories/00aee24828cbceb3857579c59c9a85f381e358a5.story,style,paraphrase,2,3,what does north central west virginia airport offer?,"accessible parking and a convenient baggage claim. quick check-ins, free,","accessible parking and a convenient baggage claim. quick check-ins, free,",free sightseeing flights at year’s end,"accessible parking and a convenient baggage claim. quick check-ins, free,",0.13333333333333333
./cnn/stories/017df5c4fe1e79eb26957ff6a8b4c1e41cd966ac.story,content,elaborate,0,0,What does he say about people trusting their instincts?,just don't trust and they're not willing to take a risk.,just don't trust and they're not willing to take a risk.,"People just don't trust their instincts, and they're not willing to take a risk.",just don't trust and they're not willing to take a risk.,0.8695652173913044
./cnn/stories/017df5c4fe1e79eb26957ff6a8b4c1e41cd966ac.story,content,elaborate,0,1,What does he say about people trusting their instincts?,just don't trust and they're not willing to take a risk.,just don't trust and they're not willing to take a risk.,"He encourages people to trust their instincts and not be afraid to take risks, rather than defaulting to safe, neutral colors like beige or white out of caution.",just don't trust and they're not willing to take a risk.,0.2631578947368421
