qid,question,gold_answer,gold_answer_aliases,group,instruction_type,run,instruction_used,step,text,n_tokens
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,style,paraphrase,1,,0,"NEW DELHI, India (CNN) -- A high court in northern India on Friday acquitted a wealthy businessman facing the death sentence for the killing of a teen in a case dubbed ""the house of horrors.""



Moninder Singh Pandher was sentenced to death by a lower court in February.



The teen was one of 19 victims -- children and young women -- in one of the most gruesome serial killings in India in recent years.



The Allahabad high court has acquitted Moninder Singh Pandher, his lawyer Sikandar B. Kochar told CNN.



Pandher and his domestic employee Surinder Koli were sentenced to death in February by a lower court for the rape and murder of the 14-year-old.



The high court upheld Koli's death sentence, Kochar said.



The two were arrested two years ago after body parts packed in plastic bags were found near their home in Noida, a New Delhi suburb. Their home was later dubbed a ""house of horrors"" by the Indian media.



Pandher was not named a main suspect by investigators initially, but was summoned as co-accused during the trial, Kochar said.



Kochar said his client was in Australia when the teen was raped and killed.



Pandher faces trial in the remaining 18 killings and could remain in custody, the attorney said.",269
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,style,paraphrase,1,Reword this text.,1,"NEW DELHI, India (CNN) -- The Allahabad High Court on Friday cleared a wealthy businessman of charges in a horrific case involving the murder of a teenager, while upholding the death sentence of his domestic worker. 

The businessman, Moninder Singh Pandher, had been sentenced to death by a lower court in February alongside Surinder Koli for the rape and murder of a 14-year-old girl. The crimes were among the most brutal serial killings in recent Indian history.

Initially, Pandher was not considered a primary suspect. He was called as a co-accused during the trial and was reportedly in Australia at the time of the teenager's death, his lawyer, Sikandar B. Kochar, said.

Koli's death sentence was upheld by the high court, Kochar added. 

Pandher still faces trial on charges related to the other 18 victims and may remain in custody pending further proceedings.",188
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,style,paraphrase,1,Reword this text.,2,"NEW DELHI, India (CNN) -- A wealthy businessman, Moninder Singh Pandher, was acquitted on Friday in a high-profile case where a teenage girl was raped and murdered, while the death penalty for his domestic worker, Surinder Koli, was confirmed. 

Pandher was sentenced to death in February alongside Koli by a lower court in one of the most brutal serial killings in recent Indian history. He was not initially viewed as a main suspect and his attorney, Sikandar B. Kochar, stated Pandher was in Australia when the teenager died. 

Kochar also confirmed that Koli’s death sentence was upheld by the Allahabad High Court. 

Pandher continues to face charges related to 18 other victims and may remain in custody as those cases proceed.",161
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,style,paraphrase,1,Reword this text.,3,"NEW DELHI, India (CNN) -- Moninder Singh Pandher, a wealthy businessman, was found not guilty on Friday in a prominent case involving the rape and murder of a teenage girl. Koli, his domestic worker, had his death sentence upheld by the Allahabad High Court. 

Earlier, a lower court had sentenced both Pandher and Koli to death in February, in connection with one of India's most gruesome recent serial killings. Pandher’s lawyer, Sikandar B. Kochar, noted that Pandher was not considered a primary suspect and was in Australia at the time of the girl's death. 

Pandher still faces charges in connection with 18 additional victims and may remain in custody pending those trials.",149
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,style,paraphrase,2,,0,"NEW DELHI, India (CNN) -- A high court in northern India on Friday acquitted a wealthy businessman facing the death sentence for the killing of a teen in a case dubbed ""the house of horrors.""



Moninder Singh Pandher was sentenced to death by a lower court in February.



The teen was one of 19 victims -- children and young women -- in one of the most gruesome serial killings in India in recent years.



The Allahabad high court has acquitted Moninder Singh Pandher, his lawyer Sikandar B. Kochar told CNN.



Pandher and his domestic employee Surinder Koli were sentenced to death in February by a lower court for the rape and murder of the 14-year-old.



The high court upheld Koli's death sentence, Kochar said.



The two were arrested two years ago after body parts packed in plastic bags were found near their home in Noida, a New Delhi suburb. Their home was later dubbed a ""house of horrors"" by the Indian media.



Pandher was not named a main suspect by investigators initially, but was summoned as co-accused during the trial, Kochar said.



Kochar said his client was in Australia when the teen was raped and killed.



Pandher faces trial in the remaining 18 killings and could remain in custody, the attorney said.",269
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,style,paraphrase,2,Use different wording.,1,"ALLAHABAD, India (CNN) -- A prominent businessman was found not guilty Friday by a high court in northern India in a case known as ""the house of horrors.""

In February, a lower court had sentenced Moninder Singh Pandher to death.

The case involved 19 victims—children and young women—in some of India's most shocking serial murders in recent times.

The Allahabad high court cleared Pandher of charges, while confirming the death penalty for his servant, Surinder Koli, lawyer Sikandar B. Kochar told CNN.

Koli had already been given the death sentence for the rape and murder of a 14-year-old girl.

Kochar stated that Pandher was in Australia at the time of the victim's death and was only brought in as an accomplice during the trial. He remains in custody as he is still on trial for the other 18 murders, the lawyer added.",186
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,style,paraphrase,2,Use different wording.,2,"ALLAHABAD, India (CNN) -- A leading businessman was acquitted Friday by a high court in northern India in a trial referred to as the ""house of horrors.""

Previously, in February, a lower court had handed down a death sentence to Moninder Singh Pandher.

The crimes involved 19 victims, including children and young women, making them among the most disturbing serial killings in India recently.

According to lawyer Sikandar B. Kochar, the Allahabad high court maintained the death penalty for Pandher's servant, Surinder Koli, who had already been condemned for the rape and murder of a 14-year-old girl.

Kochar noted that Pandher was in Australia when the victims died and was prosecuted only as an accessory during the proceedings. He remains detained as he faces charges in the other 18 cases.",169
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,style,paraphrase,2,Use different wording.,3,"ALLAHABAD, India (CNN) -- A prominent businessman was found not guilty Friday by a high court in northern India in a case known as the ""house of horrors.""

Earlier, in February, a district court had sentenced Moninder Singh Pandher to death.

The offenses involved 19 victims, including minors and young women, marking some of the most shocking serial killings in recent Indian history.

Lawyer Sikandar B. Kochar said the high court upheld the death penalty for Surinder Koli, Pandher's employee, who had already been convicted for the rape and murder of a 14-year-old girl.

Kochar added that Pandher was in Australia at the time of the killings and was prosecuted solely as an accomplice. He remains in custody, facing additional charges related to the other 18 cases.",167
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,0,,0,"NEW DELHI, India (CNN) -- A high court in northern India on Friday acquitted a wealthy businessman facing the death sentence for the killing of a teen in a case dubbed ""the house of horrors.""



Moninder Singh Pandher was sentenced to death by a lower court in February.



The teen was one of 19 victims -- children and young women -- in one of the most gruesome serial killings in India in recent years.



The Allahabad high court has acquitted Moninder Singh Pandher, his lawyer Sikandar B. Kochar told CNN.



Pandher and his domestic employee Surinder Koli were sentenced to death in February by a lower court for the rape and murder of the 14-year-old.



The high court upheld Koli's death sentence, Kochar said.



The two were arrested two years ago after body parts packed in plastic bags were found near their home in Noida, a New Delhi suburb. Their home was later dubbed a ""house of horrors"" by the Indian media.



Pandher was not named a main suspect by investigators initially, but was summoned as co-accused during the trial, Kochar said.



Kochar said his client was in Australia when the teen was raped and killed.



Pandher faces trial in the remaining 18 killings and could remain in custody, the attorney said.",269
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,0,Make wording more concise.,1,"NEW DELHI, India (CNN) -- An Indian high court on Friday acquitted Moninder Singh Pandher in the ""house of horrors"" case, while upholding the death sentence of his domestic worker Surinder Koli.

Pandher and Koli were previously sentenced to death for the rape and murder of a 14-year-old. Pandher was a co-accused but not the main suspect; his lawyer said he was in Australia when the crime occurred.

Pandher still faces trial in 18 other killings and may remain in custody.",111
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,0,Make wording more concise.,2,"NEW DELHI, India (CNN) -- An Indian high court on Friday acquitted Moninder Singh Pandher in the ""house of horrors"" case but upheld the death sentence for Surinder Koli. Pandher, a co-accused but not the main suspect, was in Australia during the crime. He still faces trial in 18 other killings and may remain in custody.",76
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,0,Make wording more concise.,3,"NEW DELHI: An Indian high court acquitted Moninder Singh Pandher in the ""house of horrors"" case but upheld Surinder Koli's death sentence. Pandher, who was in Australia at the time, still faces trial in 18 other killings and may stay in custody.",57
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,1,,0,"NEW DELHI, India (CNN) -- A high court in northern India on Friday acquitted a wealthy businessman facing the death sentence for the killing of a teen in a case dubbed ""the house of horrors.""



Moninder Singh Pandher was sentenced to death by a lower court in February.



The teen was one of 19 victims -- children and young women -- in one of the most gruesome serial killings in India in recent years.



The Allahabad high court has acquitted Moninder Singh Pandher, his lawyer Sikandar B. Kochar told CNN.



Pandher and his domestic employee Surinder Koli were sentenced to death in February by a lower court for the rape and murder of the 14-year-old.



The high court upheld Koli's death sentence, Kochar said.



The two were arrested two years ago after body parts packed in plastic bags were found near their home in Noida, a New Delhi suburb. Their home was later dubbed a ""house of horrors"" by the Indian media.



Pandher was not named a main suspect by investigators initially, but was summoned as co-accused during the trial, Kochar said.



Kochar said his client was in Australia when the teen was raped and killed.



Pandher faces trial in the remaining 18 killings and could remain in custody, the attorney said.",269
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,1,Rephrase for clarity and conciseness.,1,"NEW DELHI, India — A wealthy businessman was acquitted Friday by an Indian high court in a gruesome ""house of horrors"" case involving the rape and murder of a 14-year-old. His domestic employee, however, had his death sentence upheld. The businessman, Moninder Singh Pandher, was not considered a main suspect and claimed he was in Australia at the time of the crime. He still faces trial in 18 other killings.",88
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,1,Rephrase for clarity and conciseness.,2,"NEW DELHI — An Indian high court acquitted businessman Moninder Singh Pandher Friday in the rape and murder of a 14-year-old, but upheld the death sentence of his domestic worker. Pandher, who was not the primary suspect and said he was in Australia at the time, remains charged in 18 other killings.",65
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,1,Rephrase for clarity and conciseness.,3,"NEW DELHI — A high court acquitted businessman Moninder Singh Pandher Friday in the rape and murder of a 14-year-old girl but upheld the death sentence of his domestic worker. Pandher, who was not the main suspect and claims he was in Australia at the time, still faces charges in 18 other killings.",65
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,2,,0,"NEW DELHI, India (CNN) -- A high court in northern India on Friday acquitted a wealthy businessman facing the death sentence for the killing of a teen in a case dubbed ""the house of horrors.""



Moninder Singh Pandher was sentenced to death by a lower court in February.



The teen was one of 19 victims -- children and young women -- in one of the most gruesome serial killings in India in recent years.



The Allahabad high court has acquitted Moninder Singh Pandher, his lawyer Sikandar B. Kochar told CNN.



Pandher and his domestic employee Surinder Koli were sentenced to death in February by a lower court for the rape and murder of the 14-year-old.



The high court upheld Koli's death sentence, Kochar said.



The two were arrested two years ago after body parts packed in plastic bags were found near their home in Noida, a New Delhi suburb. Their home was later dubbed a ""house of horrors"" by the Indian media.



Pandher was not named a main suspect by investigators initially, but was summoned as co-accused during the trial, Kochar said.



Kochar said his client was in Australia when the teen was raped and killed.



Pandher faces trial in the remaining 18 killings and could remain in custody, the attorney said.",269
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,2,"Improve accuracy, clarity, and conciseness of language.",1,"NEW DELHI — An Allahabad high court on Friday acquitted Moninder Singh Pandher in a high-profile ""house of horrors"" case, while upholding the death sentence of his domestic employee, Surinder Koli. 

Pandher had been sentenced to death by a lower court in February for the rape and murder of a 14-year-old girl, one of 19 victims in a series of gruesome killings near Noida, a New Delhi suburb. 

Initially not considered a main suspect, Pandher was charged as a co-accused during the trial. His lawyer, Sikandar B. Kochar, stated that Pandher was in Australia at the time of the crime. 

Pandher still faces trial in connection with the other 18 killings and may remain in custody.",161
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,2,"Improve accuracy, clarity, and conciseness of language.",2,"NEW DELHI — The Allahabad High Court on Friday acquitted Moninder Singh Pandher in the notorious ""house of horrors"" case but upheld the death sentence of his domestic worker, Surinder Koli. 

Pandher had been convicted to death by a lower court in February for the rape and murder of a 14-year-old girl, one of 19 victims found near Noida, a suburb of New Delhi. 

Although not originally considered a primary suspect, Pandher was later charged as an accomplice. His attorney, Sikandar B. Kochar, argued that Pandher was in Australia during the crimes. 

Pandher remains charged in connection with the other 18 murders and may continue to be held in custody.",150
