qid,group,instruction_type,run,step,fact,label,raw
2hop__635544_110949,content,elaborate,0,0,Jogaila's representatives claimed that the arrangement had been modified by mutual agreement between the brothers.,E0,
2hop__635544_110949,content,elaborate,0,0,There is a Natural-born-citizen clause.,E0,
2hop__635544_110949,content,elaborate,0,0,The U.S. Constitution uses the phrase ``natural born Citizen ''.,E0,
2hop__635544_110949,content,elaborate,0,0,The U.S. Constitution does not define the phrase ``natural born Citizen ''.,E0,
2hop__635544_110949,content,elaborate,0,0,Various opinions have been offered over time regarding the meaning of the phrase ``natural born Citizen ''.,E0,
2hop__635544_110949,content,elaborate,0,0,"The consensus of early 21st - century constitutional scholars is that natural - born citizens include, subject to exceptions, those born in the United States.",E0,
2hop__635544_110949,content,elaborate,0,0,Early 21st - century constitutional scholars exist.,E0,
2hop__635544_110949,content,elaborate,0,0,Early 21st - century constitutional scholars have a consensus.,E0,
2hop__635544_110949,content,elaborate,0,0,Early 21st - century constitutional scholars have relevant case law.,E0,
2hop__635544_110949,content,elaborate,0,0,Case law exists.,E0,
2hop__635544_110949,content,elaborate,0,0,Case law is relevant.,E0,
2hop__635544_110949,content,elaborate,0,0,Exceptions exist.,E0,
2hop__635544_110949,content,elaborate,0,0,Exceptions are subject to those born in the United States.,E0,
2hop__635544_110949,content,elaborate,0,0,Many scholars have concluded that those who meet the legal requirements for U.S. citizenship at the moment of birth are also natural-born citizens.,E0,
2hop__635544_110949,content,elaborate,0,0,"Regardless of place of birth, those who meet the legal requirements for U.S. citizenship at the moment of birth are also natural-born citizens.",E0,
2hop__635544_110949,content,elaborate,0,0,Every president to date was either a citizen at the adoption of the Constitution in 1789 or was born in the United States.,E0,
2hop__635544_110949,content,elaborate,0,0,There have been seven presidents that had at least one parent who was not born on U.S. soil.,E0,
2hop__635544_110949,content,elaborate,0,0,Australia Day is a holiday.,E0,
2hop__635544_110949,content,elaborate,0,0,The meaning and significance of Australia Day has evolved over time.,E0,
2hop__635544_110949,content,elaborate,0,0,The date has been named ``Anniversary Day''.,E0,
2hop__635544_110949,content,elaborate,0,0,The date has been named ``Foundation Day''.,E0,
2hop__635544_110949,content,elaborate,0,0,The date has been named ``ANA Day''.,E0,
2hop__635544_110949,content,elaborate,0,0,26 January 1788 is a date.,E0,
2hop__635544_110949,content,elaborate,0,0,26 January 1788 is the date of the proclamation of British sovereignty over the eastern seaboard of Australia.,E0,
2hop__635544_110949,content,elaborate,0,0,The eastern seaboard of Australia was then known as New Holland.,E0,
2hop__635544_110949,content,elaborate,0,0,New Holland is a name for the eastern seaboard of Australia.,E0,
2hop__635544_110949,content,elaborate,0,0,Celebrations on 26 January date back to 1808.,E0,
2hop__635544_110949,content,elaborate,0,0,The first official celebration of the formation of New South Wales was held in 1818.,E0,
2hop__635544_110949,content,elaborate,0,0,26 January was not known as Australia Day until over a century later.,E0,
2hop__635544_110949,content,elaborate,0,0,The British colonies of Australia formed a federation.,E0,
2hop__635544_110949,content,elaborate,0,0,The birth of modern Australia occurred.,E0,
2hop__635544_110949,content,elaborate,0,0,A national day of unity and celebration was looked for.,E0,
2hop__635544_110949,content,elaborate,0,0,It was not until 1935 that all Australian states and territories adopted use of the term ``Australia Day'' to mark the date.,E0,
2hop__635544_110949,content,elaborate,0,0,It was not until 1994 that the date was consistently marked by a public holiday on that day by all states and territories.,E0,
2hop__635544_110949,content,elaborate,0,0,Giovanni Cifolelli is a person.,E0,
2hop__635544_110949,content,elaborate,0,0,Giovanni Cifolelli was an Italian mandolin virtuoso.,E0,
2hop__635544_110949,content,elaborate,0,0,Giovanni Cifolelli was a dramatic composer.,E0,
2hop__635544_110949,content,elaborate,0,0,Giovanni Cifolelli's date of birth is unknown.,E0,
2hop__635544_110949,content,elaborate,0,0,Giovanni Cifolelli's place of birth is unknown.,E0,
2hop__635544_110949,content,elaborate,0,0,He made his appearance in Paris as a mandolin virtuoso.,E0,
2hop__635544_110949,content,elaborate,0,0,"He was highly esteemed, both as a performer and teacher.",E0,
2hop__635544_110949,content,elaborate,0,0,"He published his ""Method for the mandolin"" while residing in Paris.",E0,
2hop__635544_110949,content,elaborate,0,0,"The ""Method for the mandolin"" met with great success throughout France.",E0,
2hop__635544_110949,content,elaborate,0,0,"The ""Method for the mandolin"" was the most popular of its period.",E0,
2hop__635544_110949,content,elaborate,0,0,Maureen Payne is a person.,E0,
2hop__635544_110949,content,elaborate,0,0,Maureen Payne was a South Africa Test cricketer.,E0,
2hop__635544_110949,content,elaborate,0,0,Maureen Payne died in 1997.,E0,
2hop__635544_110949,content,elaborate,0,0,Maureen Payne was from South Africa.,E0,
2hop__635544_110949,content,elaborate,0,0,She captained the side.,E0,
2hop__635544_110949,content,elaborate,0,0,The side played against New Zealand in 1971–72.,E0,
2hop__635544_110949,content,elaborate,0,0,She captained the side in their second series.,E0,
2hop__635544_110949,content,elaborate,0,0,She appeared in five Tests.,E0,
2hop__635544_110949,content,elaborate,0,0,She claimed eight wickets.,E0,
2hop__635544_110949,content,elaborate,0,0,There is a list of Dragon Ball Super episodes.,E0,
2hop__635544_110949,content,elaborate,0,0,Name is a TV show.,E0,
2hop__635544_110949,content,elaborate,0,0,"The show aired on July 25, 2017.",E0,
2hop__635544_110949,content,elaborate,0,0,The show aired 13 episodes in Part One.,E0,
2hop__635544_110949,content,elaborate,0,0,"The show aired on October 3, 2017.",E0,
2hop__635544_110949,content,elaborate,0,0,The show aired 14 episodes in Part Two.,E0,
2hop__635544_110949,content,elaborate,0,0,"The show aired on February 20, 2018.",E0,
2hop__635544_110949,content,elaborate,0,0,The show aired 13 episodes in Part Three.,E0,
2hop__635544_110949,content,elaborate,0,0,Streams of Expression is a title.,E0,
2hop__635544_110949,content,elaborate,0,0,Streams of Expression is the 20th studio album by Joe Lovano.,E0,
2hop__635544_110949,content,elaborate,0,0,Joe Lovano is an American jazz musician.,E0,
2hop__635544_110949,content,elaborate,0,0,Blue Note is the label releasing the album.,E0,
2hop__635544_110949,content,elaborate,0,0,It was released in 2006.,E0,
2hop__635544_110949,content,elaborate,0,0,"It features a five-part ""Streams of Expression Suite.""",E0,
2hop__635544_110949,content,elaborate,0,0,"It features a three-part ""Birth of the Cool Suite.""",E0,
2hop__635544_110949,content,elaborate,0,0,It features three other shorter works.,E0,
2hop__635544_110949,content,elaborate,0,0,"The ""Birth of the Cool Suite"" was conducted by Gunther Schuller.",E0,
2hop__635544_110949,content,elaborate,0,0,"The ""Birth of the Cool Suite"" uses melodic themes inspired by Miles Davis' work from his 1948 and 1950 nonet.",E0,
2hop__635544_110949,content,elaborate,0,0,The album features George Garzone.,E0,
2hop__635544_110949,content,elaborate,0,0,The album features Ralph Lalama.,E0,
2hop__635544_110949,content,elaborate,0,0,The album features Gary Smulyan.,E0,
2hop__635544_110949,content,elaborate,0,0,The album features Tim Hagans.,E0,
2hop__635544_110949,content,elaborate,0,0,Pir Syed Muhammad Binyamin Rizvi is a person.,E0,
2hop__635544_110949,content,elaborate,0,0,Pir Syed Muhammad Binyamin Rizvi was a Pakistani politician.,E0,
2hop__635544_110949,content,elaborate,0,0,Pir Syed Muhammad Binyamin Rizvi's date of birth was 15 Aug 1959.,E0,
2hop__635544_110949,content,elaborate,0,0,Pir Syed Muhammad Binyamin Rizvi's date of death was 24 June 2004.,E0,
2hop__635544_110949,content,elaborate,0,0,He was the oldest son.,E0,
2hop__635544_110949,content,elaborate,0,0,Pir Syed Mohammad Yaqoob Shah was a famous spiritual and religious scholar.,E0,
2hop__635544_110949,content,elaborate,0,0,Pir Syed Mohammad Yaqoob Shah was a member of the provincial assembly.,E0,
2hop__635544_110949,content,elaborate,0,0,Pir Syed Mohammad Yaqoob Shah died on 31 August 1991.,E0,
2hop__635544_110949,content,elaborate,0,0,He was murdered.,E0,
2hop__635544_110949,content,elaborate,0,0,He was murdered in Lahore.,E0,
2hop__635544_110949,content,elaborate,0,0,He was murdered near his House.,E0,
2hop__635544_110949,content,elaborate,0,0,He is buried.,E0,
2hop__635544_110949,content,elaborate,0,0,He is buried next to his father.,E0,
2hop__635544_110949,content,elaborate,0,0,His father is Pir Syed Mohammad Yaqoob Shah.,E0,
2hop__635544_110949,content,elaborate,0,0,He is buried in his home town Phalia.,E0,
2hop__635544_110949,content,elaborate,0,0,La naissance d'Osiris is a title.,E0,
2hop__635544_110949,content,elaborate,0,0,"La naissance d'Osiris, ou La fête Pamylie is an opera.",E0,
2hop__635544_110949,content,elaborate,0,0,"La naissance d'Osiris, ou La fête Pamylie is a one-act opera.",E0,
2hop__635544_110949,content,elaborate,0,0,"La naissance d'Osiris, ou La fête Pamylie was first performed on 12 October 1754.",E0,
2hop__635544_110949,content,elaborate,0,0,"La naissance d'Osiris, ou La fête Pamylie was performed at Fontainebleau.",E0,
2hop__635544_110949,content,elaborate,0,0,"La naissance d'Osiris, ou La fête Pamylie was performed to celebrate the birth of the future King Louis XVI.",E0,
2hop__635544_110949,content,elaborate,0,0,The libretto is by Louis de Cahusac.,E0,
2hop__635544_110949,content,elaborate,0,0,Louis de Cahusac is a frequent collaborator of Rameau.,E0,
2hop__635544_110949,content,elaborate,0,0,"Cahusac styled the work a ""ballet allégorique"".",E0,
2hop__635544_110949,content,elaborate,0,0,"It is usually categorised as an ""acte de ballet"".",E0,
2hop__635544_110949,content,elaborate,0,0,Jupiter announces the birth of the god Osiris.,E0,
2hop__635544_110949,content,elaborate,0,0,The god Osiris symbolises the baby prince.,E0,
2hop__635544_110949,content,elaborate,0,0,The piece may have started life as part of a larger work.,E0,
2hop__635544_110949,content,elaborate,0,0,"""Les beaux jours de l'Amour"" is an ""opéra-ballet"" Rameau and Cahusac planned.",E0,
2hop__635544_110949,content,elaborate,0,0,"Rameau and Cahusac planned ""Les beaux jours de l'Amour"" but never completed it.",E0,
2hop__635544_110949,content,elaborate,0,0,"The reasons for not completing ""Les beaux jours de l'Amour"" are still uncertain.",E0,
2hop__635544_110949,content,elaborate,0,0,Sue Ryder is a person.,E0,
2hop__635544_110949,content,elaborate,0,0,Her birth certificate has the date 3 July 1924.,E0,
2hop__635544_110949,content,elaborate,0,0,Her death certificate has the date 3 July 1924.,E0,
2hop__635544_110949,content,elaborate,0,0,A plaque unveiled in honour of Sue Ryder and Leonard Cheshire in Cavendish Church in Suffolk has the date 3 July 1924.,E0,
2hop__635544_110949,content,elaborate,0,0,Ryder volunteered to the First Aid Nursing Yeomanry.,E0,
2hop__635544_110949,content,elaborate,0,0,Ryder was only 15 years old.,E0,
2hop__635544_110949,content,elaborate,0,0,She lied about her age.,E0,
2hop__635544_110949,content,elaborate,0,0,She seems to have maintained the deception for the rest of her life.,E0,
2hop__635544_110949,content,elaborate,0,0,Pak Nam-gi is a person.,E0,
2hop__635544_110949,content,elaborate,0,0,Pak Nam-gi was born on 21 February 1934.,E0,
2hop__635544_110949,content,elaborate,0,0,Pak Nam-gi died on 17 March 2010.,E0,
2hop__635544_110949,content,elaborate,0,0,Pak Nam-gi was Director of the Planning and Finance Department.,E0,
2hop__635544_110949,content,elaborate,0,0,Pak Nam-gi was Director of the Planning and Finance Department of the ruling party of North Korea.,E0,
2hop__635544_110949,content,elaborate,0,0,Pak Nam-gi was Director of the Planning and Finance Department of the ruling party of North Korea until January 2010.,E0,
2hop__635544_110949,content,elaborate,0,0,There are doubts about his date of birth.,E0,
2hop__635544_110949,content,elaborate,0,0,At least two unattributed sources report it as 21 February 1934.,E0,
2hop__635544_110949,content,elaborate,0,0,At least two unattributed sources report it as sometime in 1928.,E0,
2hop__635544_110949,content,elaborate,0,0,William Shakespeare is a person.,E0,
2hop__635544_110949,content,elaborate,0,0,William Shakespeare was the son of John Shakespeare.,E0,
2hop__635544_110949,content,elaborate,0,0,John Shakespeare was an alderman.,E0,
2hop__635544_110949,content,elaborate,0,0,John Shakespeare was a glove-maker.,E0,
2hop__635544_110949,content,elaborate,0,0,Mary Arden was the daughter of an affluent landowning farmer.,E0,
2hop__635544_110949,content,elaborate,0,0,He was born in Stratford-upon-Avon.,E0,
2hop__635544_110949,content,elaborate,0,0,He was baptised in Stratford-upon-Avon.,E0,
2hop__635544_110949,content,elaborate,0,0,His actual date of birth remains unknown.,E0,
2hop__635544_110949,content,elaborate,0,0,Saint George's Day is traditionally observed on 23 April.,E0,
2hop__635544_110949,content,elaborate,0,0,23 April is Saint George's Day.,E0,
2hop__635544_110949,content,elaborate,0,0,This date can be traced to a mistake made by an 18th-century scholar.,E0,
2hop__635544_110949,content,elaborate,0,0,This date has proved appealing to biographers.,E0,
2hop__635544_110949,content,elaborate,0,0,Shakespeare died on this date in 1616.,E0,
2hop__635544_110949,content,elaborate,0,0,He was the third of eight children.,E0,
2hop__635544_110949,content,elaborate,0,0,He was the eldest surviving son.,E0,
2hop__635544_110949,content,elaborate,0,0,There is a list of Soul Eater episodes.,E0,
2hop__635544_110949,content,elaborate,0,0,Partial box sets (DVD only) exist.,E0,
2hop__635544_110949,content,elaborate,0,0,"Name is released on February 9, 2010.",E0,
2hop__635544_110949,content,elaborate,0,0,Name has 1 disc.,E0,
2hop__635544_110949,content,elaborate,0,0,Name has 13 episodes.,E0,
2hop__635544_110949,content,elaborate,0,0,"Name is released on March 30, 2010.",E0,
2hop__635544_110949,content,elaborate,0,0,Name has 14 episodes.,E0,
2hop__635544_110949,content,elaborate,0,0,"Name is released on June 1, 2010.",E0,
2hop__635544_110949,content,elaborate,0,0,Name has 27 episodes.,E0,
2hop__635544_110949,content,elaborate,0,0,"Name is released on July 27, 2010.",E0,
2hop__635544_110949,content,elaborate,0,0,Name has 40 episodes.,E0,
2hop__635544_110949,content,elaborate,0,0,"Name is released on July 27, 2010.",E0,
2hop__635544_110949,content,elaborate,0,0,Name has 51 episodes.,E0,
2hop__635544_110949,content,elaborate,0,0,Conscription is in Australia.,E0,
2hop__635544_110949,content,elaborate,0,0,"In 1964, the National Service Act was introduced.",E0,
2hop__635544_110949,content,elaborate,0,0,The National Service Act was introduced for 20-year-old males.,E0,
2hop__635544_110949,content,elaborate,0,0,The National Service Act was introduced for compulsory National Service.,E0,
2hop__635544_110949,content,elaborate,0,0,The selection of conscripts was made by a sortition or lottery draw.,E0,
2hop__635544_110949,content,elaborate,0,0,Conscription was based on date of birth.,E0,
2hop__635544_110949,content,elaborate,0,0,Conscripts were obligated to give two years' continuous full-time service.,E0,
2hop__635544_110949,content,elaborate,0,0,Conscripts were obligated to give a further three years on the active reserve list.,E0,
2hop__635544_110949,content,elaborate,0,0,The full - time service requirement was reduced.,E0,
2hop__635544_110949,content,elaborate,0,0,The reduction occurred in October 1971.,E0,
2hop__635544_110949,content,elaborate,0,0,Clara Morris is a person.,E0,
2hop__635544_110949,content,elaborate,0,0,"Clara Morris was born in March 17, 1849.",E0,
2hop__635544_110949,content,elaborate,0,0,Clara Morris was born in 1846/48.,E0,
2hop__635544_110949,content,elaborate,0,0,Clara Morris was an American actress.,E0,
2hop__635544_110949,content,elaborate,0,0,Ratata is a band.,E0,
2hop__635544_110949,content,elaborate,0,0,Ratata was a Swedish pop group.,E0,
2hop__635544_110949,content,elaborate,0,0,Ratata was fronted by Swedish vocalist Mauro Scocco.,E0,
2hop__635544_110949,content,elaborate,0,0,Ratata was formed in 1980.,E0,
2hop__635544_110949,content,elaborate,0,0,It functioned as a 4-piece band.,E0,
2hop__635544_110949,content,elaborate,0,0,It was disbanded in 1983.,E0,
2hop__635544_110949,content,elaborate,0,0,Johan Ekelund played with the band briefly.,E0,
2hop__635544_110949,content,elaborate,0,0,Johan Ekelund continued to cooperate with Scocco.,E0,
2hop__635544_110949,content,elaborate,0,0,Scocco continued as a duo.,E0,
2hop__635544_110949,content,elaborate,0,0,Scocco and Johan Ekelund continued as a duo until 1989.,E0,
2hop__635544_110949,content,elaborate,0,0,The duo had a comeback.,E0,
2hop__635544_110949,content,elaborate,0,0,The comeback was brief.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Meng is a person.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Meng was the third son of Yang Xingmi.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Xingmi was a major warlord at the end of Tang Dynasty.,E0,
2hop__635544_110949,content,elaborate,0,0,"Yang Xingmi was the military governor (""Jiedushi"") of Huainan Circuit.",E0,
2hop__635544_110949,content,elaborate,0,0,Yang Meng was the third son of Yang Xingmi.,E0,
2hop__635544_110949,content,elaborate,0,0,"Yang Meng was the third son of Yang Xingmi in modern Yangzhou, Jiangsu.",E0,
2hop__635544_110949,content,elaborate,0,0,Yang Longyan was born in 897.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Pu was born in 900.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Longyan is an older brother of Yang Pu.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Pu is a younger brother of Yang Longyan.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Pu was born after Yang Longyan.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Longyan was born before Yang Pu.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Longyan is an older brother of Yang Pu.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Pu is a younger brother of Yang Longyan.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Longyan is an older brother of Yang Pu.,E0,
2hop__635544_110949,content,elaborate,0,0,Yang Pu is a younger brother of Yang Longyan.,E0,
2hop__635544_110949,content,elaborate,0,0,His mother was not recorded in history.,E0,
2hop__635544_110949,content,elaborate,0,0,Mauro Scocco is a person.,E0,
2hop__635544_110949,content,elaborate,0,0,Mauro Scocco was born on 11 September 1962.,E0,
2hop__635544_110949,content,elaborate,0,0,Mauro Scocco is a Swedish pop artist.,E0,
2hop__635544_110949,content,elaborate,0,0,Mauro Scocco has Italian descent.,E0,
2hop__635544_110949,content,elaborate,0,0,"He has been described as ""one of the sharpest songwriters in Sweden"".",E0,
2hop__635544_110949,content,elaborate,0,0,Scocco was the singer for the pop group Ratata.,E0,
2hop__635544_110949,content,elaborate,0,0,Scocco transformed into a duo with Johan Ekelund.,E0,
2hop__635544_110949,content,elaborate,0,0,Scocco transformed into a duo with Johan Ekelund in 1983.,E0,
2hop__635544_110949,content,elaborate,0,0,Scocco transformed into a duo with Johan Ekelund in 1983–89.,E0,
2hop__635544_110949,content,elaborate,0,0,Scocco has continued as a solo artist.,E0,
2hop__635544_110949,content,elaborate,0,0,Scocco has continued as a solo artist since Ratata.,E0,
2hop__635544_110949,content,elaborate,0,0,He cooperated with Plura Jonsson.,E0,
2hop__635544_110949,content,elaborate,0,0,"They released a joint album as ""Mauro & Plura"".",E0,
2hop__635544_110949,content,elaborate,0,1,Shirley is a person.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Shirley Abicair was born in Melbourne.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Melbourne is in Victoria, Australia.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Melbourne is known for its cultural and artistic heritage.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Some sources show her year of birth as 1935.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,A contemporary account suggests she was 23 or 24 on arrival in Britain.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,She had completed tertiary studies in Australia.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The earlier date seems more likely.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,She was born in 1931 or 1932.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,She was the only daughter of a Wing Commander in the RAAF.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The Wing Commander was a significant figure in the Australian military.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Her upbringing would have been influenced by her father's distinguished career.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Anno Domini is a term.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,This calendar era is based on the traditionally reckoned year of the conception or birth of Jesus of Nazareth.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,AD counting years from the start of this epoch.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,BC denoting years before the start of the era.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,There is no year zero in this scheme.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The year AD 1 immediately follows the year 1 BC.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,There is a seamless transition between the two periods.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,Dionysius Exiguus of Scythia Minor devised the dating system.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The dating system was devised in 525.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The dating system was not widely used until after 800.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The dating system replaced other calendars in use across Europe after 800.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,Švitrigaila is a person.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Švitrigaila was born to Algirdas, Grand Duke of Lithuania.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Švitrigaila was born to Uliana of Tver.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,Uliana of Tver was a member of the royal family of Tver.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,His date of birth is unknown.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He is believed to be the youngest or second youngest son of Algirdas.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Being the youngest or second youngest son of Algirdas would have placed him in a significant position within the family hierarchy.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He first appeared in politics in October 1382.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,He witnessed the Treaty of Dubysa.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The Treaty of Dubysa was between his elder brother Jogaila and the Teutonic Knights.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The Teutonic Knights were a major military order of the time.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Švitrigaila was present at the event.,NOT_SUPPORTED,False
2hop__635544_110949,content,elaborate,0,1,Švitrigaila was no younger than 12 at the time.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Švitrigaila's date of birth was sometime before 1370.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Švitrigaila submitted a complaint to the Council of Florence.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Švitrigaila claimed that he and Jogaila were Algirdas' favorite sons.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Algirdas transferred his throne to Jogaila.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Jogaila swore to make Švitrigaila his heir.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Algirdas died in 1377.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Jogaila's representatives did not outright deny the arrangement.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Jogaila's representatives claimed that the arrangement had been modified by mutual agreement between the brothers.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,The arrangement had been modified by mutual agreement between the brothers.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The arrangement had been modified by mutual agreement between the brothers, indicating a complex web of alliances and power struggles within the family.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,There is a Natural-born-citizen clause.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The U.S. Constitution uses the phrase ""natural born Citizen"".",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The U.S. Constitution does not define the phrase ""natural born Citizen"".",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Various opinions have been offered over time regarding the meaning of ""natural born Citizen"".",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"The consensus of early 21st-century constitutional scholars is that natural-born citizens include, subject to exceptions, those born in the United States.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Relevant case law is that natural-born citizens include, subject to exceptions, those born in the United States.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Many scholars have concluded that those who meet the legal requirements for U.S. citizenship ""at the moment of birth"" are also natural-born citizens.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,"Regardless of place of birth, those who meet the legal requirements for U.S. citizenship ""at the moment of birth"" are also natural-born citizens.",SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,Every president to date was either a citizen at the adoption of the Constitution in 1789 or was born in the United States.,SUPPORTED,True
2hop__635544_110949,content,elaborate,0,1,There have been seven presidents that had at least one parent who was not born on U.S. soil.,SUPPORTED,True
