qid,group,instruction_type,run,step,fact,check1_label,check1_raw,check2_label,check2_raw,final_taxonomy
2hop__635544_110949,content,elaborate,0,3,"The ""Method for the mandolin"" was written in the 18th century.",neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
2hop__635544_110949,content,elaborate,0,3,She secured eight wickets.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,George Garzone contributed to a rich and varied musical tapestry.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,0,3,"Pir Syed Muhammad Binyamin Rizvi was born on August 15, 1959.",neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,Pir Syed Muhammad Binyamin Rizvi was born in Pakistan.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,Pir Syed Muhammad Binyamin Rizvi was the eldest son of Pir Syed Mohammad Yaqoob Shah.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,0,3,He was a prominent figure.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,He was tragically murdered.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,He remains a significant figure in local history.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,Jupiter announced the birth of the god Osiris.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
2hop__635544_110949,content,elaborate,0,3,The early commitment to service set the foundation for her later humanitarian efforts.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,She is a dedicated humanitarian and the founder of Sue Ryder Care.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,0,3,This deception adds to her remarkable legacy.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,He was the eldest surviving son.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,Mary Arden was a landowner's daughter.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,0,3,He grew to become a poet.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,Males were required to serve three years on the active reserve list.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,"Clara Morris was born on March 17, 1949.",contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,0,3,Clara Morris was renowned for her wit.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,Clara Morris was renowned for her versatility.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,0,3,Clara Morris was renowned for her stage presence.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,0,3,She left a lasting impact on American theater.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,0,3,The transition occurred in 1983.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,They left a legacy of catchy pop tunes.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,0,3,They left a legacy of memorable performances.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,He had strategic acumen.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,He was a notable figure in Chinese history.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,0,3,The period of Chinese history was tumultuous.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,0,3,Mauro Scocco was born in Sweden.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,1,She arrived at a later date.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,It was devised in 525 AD.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,"Švitrigaila first appeared in political affairs in October 13, 1382.",neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
2hop__635544_110949,content,elaborate,1,1,Australia Day marks the arrival of the First Fleet.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,1,He is prominent.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,She passed away in 1997.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,She passed away in South Africa.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,George Garzone is a musician.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,1,"Pir Syed Muhammad Binyamin Rizvi was born on August 15, 1959.",neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,Pir Syed Muhammad Binyamin Rizvi was born in Lahore.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,Pir Syed Muhammad Binyamin Rizvi was the eldest son of Pir Syed Mohammad Yaqoob Shah.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,1,1,He was murdered.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,La naissance d'Osiris is a ballet.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,1,"He died on April 23, 16.",neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,He died on the same date as his birth.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
2hop__635544_110949,content,elaborate,1,1,He was the eldest surviving son.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,Australia implemented compulsory National Service during the Vietnam War era.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,1,"Clara Morris was born on March 18, 1949.",contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,1,1,Some records suggest that Clara Morris was born in 1946 or 1948.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
2hop__635544_110949,content,elaborate,1,1,Clara Morris was known for her sharp wit.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,1,Clara Morris was known for her skill in her craft.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,1,It was a 4-piece band.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,1,Mauro Scocco is an Italian-Swedish pop artist.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,2,She was born in 1905.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,She was born around 1911 or 1912.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,The Anno Domini calendar era has been widely adopted globally.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,2,This system was devised in 525 AD.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,The system's adoption varied significantly across different regions.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,2,The presidents reflect a long-standing tradition and interpretation of the term.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,The day commemorates the arrival of the First Fleet.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,2,Giovanni Cifolelli made his debut in Paris in 1864.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,He is prominent.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,She passed away in 1997.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,She passed away in South Africa.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,"Pir Syed Muhammad Binyamin Rizvi was born on August 15, 1959.",neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,Pir Syed Muhammad Binyamin Rizvi was born in Lahore.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,Pir Syed Muhammad Binyamin Rizvi was the eldest son of Pir Syed Mohammad Yaqoob Shah.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,1,2,He was murdered.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,La naissance d'Osiris is a ballet.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,2,She is remembered for her humanitarian work.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,He died in 16.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,He was the eldest surviving son.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,Australia implemented compulsory National Service during the Vietnam War era.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,2,"Clara Morris was born in 18,46 or 18,48.",neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
2hop__635544_110949,content,elaborate,1,2,Clara Morris was known for her sharp wit.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,2,It was a 4-piece band.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,2,Mauro Scocco is an Italian-Swedish pop artist.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,3,The date that aligns with her having completed her tertiary studies before her move to Britain is 1911 or 1912.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,"Švitrigaila was the younger son of Algirdas, Grand Duke of Lithuania, and his second wife Uliana of Tver.",contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,1,3,He appeared in political affairs at a young age.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,He asserted claims to the throne.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,The political context was complex and evolving.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,3,This understanding is reflected in the historical background of every U.S. president.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,This day commemorates the arrival of the First Fleet.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,3,She passed away in 1997.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,She passed away in South Africa.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,Pir Syed Muhammad Binyamin Rizvi was the eldest son of Pir Syed Mohammad Yaqoob Shah.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,1,3,He was murdered.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,La naissance d'Osiris is a ballet.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,3,She is celebrated for her humanitarian work.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,He died in 16.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,He was the eldest surviving son.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,Australia implemented compulsory National Service during the Vietnam War era.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,1,3,"Clara Morris was born in March 18, 1949.",contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,1,3,"Clara Morris was born in March 18, 1946.",contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,1,3,"Clara Morris was born in March 18, 1948.",contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,1,3,She left behind a legacy of sharp wit.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,She left behind a legacy of memorable performances.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,It was a 4-piece band.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,1,3,Mauro Scocco is an Italian- Swedish pop artist.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,2,1,The Anno Domini era is the most widely used calendar era.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,2,1,Australia Day was initially marked on 26 January 1888.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,2,1,Australia Day was marked on 26 January 1888 as the proclamation of British sovereignty over the eastern seaboard of Australia.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,2,1,Australia Day was initially marked on 26 January 1888 as the proclamation of British sovereignty over the eastern seaboard of Australia.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,2,1,New South Wales's formation occurred in 1818.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,2,1,"Pir Syed Muhammad Binyamin Rizvi was born on August 15, 1959.",neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,2,1,"""La naissance d'Osiris"" (The Birth of Osiris) is a ballet.",neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,2,1,The story involves Jupiter.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,2,1,Pak Nam-gi was born in 1928 or 1934.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
2hop__635544_110949,content,elaborate,2,1,Pak Nam-gi was born in 1934 or 1928.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
2hop__635544_110949,content,elaborate,2,1,Pak Nam-gi was born in 2010.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,2,1,He was killed.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,2,1,He was the eldest surviving son.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,2,1,They were required to serve three years in the active reserve list.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
2hop__635544_110949,content,elaborate,2,1,"Clara Morris was born on March 17, 1949.",contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,2,1,"Clara Morris was born on March 17, 1946.",contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,2,1,"Clara Morris was born on March 17, 1948.",contradicts,"{""label"": ""contradicts""}",,,intrinsic
2hop__635544_110949,content,elaborate,2,1,Clara Morris was known for her sharp wit.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,2,1,Clara Morris was known for her talent.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
2hop__635544_110949,content,elaborate,2,2,The Anno Domini (AD) era is the most widely used calendar era globally.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
