qid,group,instruction_type,run,step,question,gold_answer,predicted_answer,matched_reference,answer_f1
2hop__107238_64918,style,formality,1,3,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,formality,2,0,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,formality,2,1,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,formality,2,2,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,The question cannot be answered based on the provided context.,President McKinley,0.0
2hop__107238_64918,style,formality,2,3,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,The question cannot be answered based on the provided context.,President McKinley,0.0
2hop__107238_64918,style,paraphrase,0,0,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,0,1,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,0,2,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,0,3,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,1,0,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,1,1,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,1,2,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,1,3,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,2,0,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,2,1,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,2,2,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107238_64918,style,paraphrase,2,3,Who was president when congress declared war on the country where Glumpers was filmed?,President McKinley,Franklin D. Roosevelt,President McKinley,0.0
2hop__107601_110222,content,elaborate,0,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,content,elaborate,0,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context is about conscription in Australia and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,content,elaborate,0,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context discusses conscription in Australia and does not mention the creator of Le ruisseau noir or their birthday.",10 June 1819,0.0
2hop__107601_110222,content,elaborate,0,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context is about conscription in Australia and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,content,elaborate,1,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,content,elaborate,1,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"December 21, 1860",10 June 1819,0.0
2hop__107601_110222,content,elaborate,1,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"December 21, 1860",10 June 1819,0.0
2hop__107601_110222,content,elaborate,1,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"December 21, 1860",10 June 1819,0.0
2hop__107601_110222,content,elaborate,2,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,content,elaborate,2,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,Unknown,10 June 1819,0.0
2hop__107601_110222,content,elaborate,2,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide the birthday of the creator of Le ruisseau noir.,10 June 1819,0.0
2hop__107601_110222,content,elaborate,2,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide the birthday of the creator of Le ruisseau noir.,10 June 1819,0.0
2hop__107601_110222,content,shorten,0,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,content,shorten,0,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide the birthday of the creator of Le ruisseau noir.,10 June 1819,0.0
2hop__107601_110222,content,shorten,0,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide the birthday of the creator of Le ruisseau noir.,10 June 1819,0.0
2hop__107601_110222,content,shorten,0,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide the birthday of the creator of Le ruisseau noir.,10 June 1819,0.0
2hop__107601_110222,content,shorten,1,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,content,shorten,1,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context is about conscription in Australia and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,content,shorten,1,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The context provided is about conscription in Australia and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,content,shorten,1,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The context provided is about Australia's conscription history and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,content,shorten,2,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,content,shorten,2,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,,10 June 1819,0.0
2hop__107601_110222,content,shorten,2,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context is about the National Service Act in Australia and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,content,shorten,2,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,,10 June 1819,0.0
2hop__107601_110222,style,formality,0,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,style,formality,0,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide information about the creator of Le ruisseau noir or their birthday.,10 June 1819,0.0
2hop__107601_110222,style,formality,0,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,,10 June 1819,0.0
2hop__107601_110222,style,formality,0,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context is about conscription in Australia and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,style,formality,1,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,style,formality,1,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide information about the creator of Le ruisseau noir or their birthday.,10 June 1819,0.0
2hop__107601_110222,style,formality,1,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context is about conscription in Australia and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,style,formality,1,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context is about conscription in Australia and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,style,formality,2,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,style,formality,2,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I don't know. The context is about Didier Drogba, not the creator of Le ruisseau noir.",10 June 1819,0.0
2hop__107601_110222,style,formality,2,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,I don't know. The context does not mention the creator of Le ruisseau noir or their birthday.,10 June 1819,0.0
2hop__107601_110222,style,formality,2,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,I don't know. The context does not mention the creator of Le ruisseau noir or their birthday.,10 June 1819,0.0
2hop__107601_110222,style,paraphrase,0,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,style,paraphrase,0,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context is about conscription in Australia and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,style,paraphrase,0,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide information about the creator of Le ruisseau noir or their birthday.,10 June 1819,0.0
2hop__107601_110222,style,paraphrase,0,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide information about the creator of Le ruisseau noir or their birthday.,10 June 1819,0.0
2hop__107601_110222,style,paraphrase,1,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,style,paraphrase,1,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context is about conscription in Australia and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,style,paraphrase,1,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not mention the creator of Le ruisseau noir or their birthday.,10 June 1819,0.0
2hop__107601_110222,style,paraphrase,1,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"I'm sorry, but I can't answer that question. The provided context is about Australia's National Service Act and does not mention the creator of ""Le ruisseau noir"" or their birthday.",10 June 1819,0.0
2hop__107601_110222,style,paraphrase,2,0,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"June 10, 1819",10 June 1819,1.0
2hop__107601_110222,style,paraphrase,2,1,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide information about the creator of Le ruisseau noir or their birthday.,10 June 1819,0.0
2hop__107601_110222,style,paraphrase,2,2,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide information about the creator of Le ruisseau noir or their birthday.,10 June 1819,0.0
2hop__107601_110222,style,paraphrase,2,3,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,The context does not provide information about the creator of Le ruisseau noir or their birthday.,10 June 1819,0.0
2hop__122140_37168,content,elaborate,0,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,elaborate,0,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not mention Hala El Badry or her university.,551-600,0.0
2hop__122140_37168,content,elaborate,0,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not provide Hala El Badry's university or its ranking.,551-600,0.0
2hop__122140_37168,content,elaborate,0,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not provide Hala El Badry's university or its specific ranking.,551-600,0.0
2hop__122140_37168,content,elaborate,1,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,elaborate,1,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not provide information about Hala El Badry's university ranking.,551-600,0.0
2hop__122140_37168,content,elaborate,1,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,elaborate,1,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not provide information about Hala El Badry's university or its QS ranking.,551-600,0.0
2hop__122140_37168,content,elaborate,2,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,elaborate,2,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,elaborate,2,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,elaborate,2,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,shorten,0,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,shorten,0,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,shorten,0,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,shorten,0,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,shorten,1,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,shorten,1,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not mention Hala El Badry or her university.,551-600,0.0
2hop__122140_37168,content,shorten,1,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not provide information about Hala El Badry's university ranking.,551-600,0.0
2hop__122140_37168,content,shorten,1,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,shorten,2,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,shorten,2,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,content,shorten,2,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not mention Hala El Badry or her university.,551-600,0.0
2hop__122140_37168,content,shorten,2,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not provide Hala El Badry's university or its ranking.,551-600,0.0
2hop__122140_37168,style,formality,0,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,formality,0,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context,551-600,0.0
2hop__122140_37168,style,formality,0,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context,551-600,0.0
2hop__122140_37168,style,formality,0,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context,551-600,0.0
2hop__122140_37168,style,formality,1,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,formality,1,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,formality,1,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,formality,1,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,formality,2,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,formality,2,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,formality,2,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,formality,2,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,paraphrase,0,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,paraphrase,0,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,paraphrase,0,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Imperial College London tied for second place with the University of Cambridge in the 2014/15 QS World University Rankings.,551-600,0.0
2hop__122140_37168,style,paraphrase,0,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not provide information about Hala El Badry's university.,551-600,0.0
2hop__122140_37168,style,paraphrase,1,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,paraphrase,1,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not mention Hala El Badry or her university.,551-600,0.0
2hop__122140_37168,style,paraphrase,1,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Imperial College London tied for 2nd place globally with the University of Cambridge in the 2014/15 QS World University Rankings.,551-600,0.0
2hop__122140_37168,style,paraphrase,1,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not provide information about Hala El Badry's university or its ranking.,551-600,0.0
2hop__122140_37168,style,paraphrase,2,0,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Not provided in the context.,551-600,0.0
2hop__122140_37168,style,paraphrase,2,1,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,Imperial College London shared the number 2 spot worldwide in the 2014/15 QS World University Rankings.,551-600,0.0
2hop__122140_37168,style,paraphrase,2,2,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not provide information about Hala El Badry's university ranking.,551-600,0.0
2hop__122140_37168,style,paraphrase,2,3,Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,The context does not mention Hala El Badry or her university.,551-600,0.0
2hop__124807_135019,content,elaborate,0,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,elaborate,0,1,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,content,elaborate,0,2,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,content,elaborate,0,3,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,content,elaborate,1,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,elaborate,1,1,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,content,elaborate,1,2,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,content,elaborate,1,3,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,content,elaborate,2,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,elaborate,2,1,Who is the mother of Nephalion's father?,Europa,Missy Fairbairn (maiden name: Koshowski),Europa,0.0
2hop__124807_135019,content,elaborate,2,2,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,elaborate,2,3,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,shorten,0,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,shorten,0,1,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,shorten,0,2,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,shorten,0,3,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,shorten,1,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,shorten,1,1,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,content,shorten,1,2,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,content,shorten,1,3,Who is the mother of Nephalion's father?,Europa,Elizabeth Medora Leigh,Europa,0.0
2hop__124807_135019,content,shorten,2,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,content,shorten,2,1,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,content,shorten,2,2,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,content,shorten,2,3,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,style,formality,0,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,style,formality,0,1,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,style,formality,0,2,Who is the mother of Nephalion's father?,Europa,Rhea,Europa,0.0
2hop__124807_135019,style,formality,0,3,Who is the mother of Nephalion's father?,Europa,Rhea,Europa,0.0
2hop__124807_135019,style,formality,1,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,style,formality,1,1,Who is the mother of Nephalion's father?,Europa,Quinn Fuller,Europa,0.0
2hop__124807_135019,style,formality,1,2,Who is the mother of Nephalion's father?,Europa,Quinn Fuller,Europa,0.0
2hop__124807_135019,style,formality,1,3,Who is the mother of Nephalion's father?,Europa,No information,Europa,0.0
2hop__124807_135019,style,formality,2,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,style,formality,2,1,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,style,formality,2,2,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,style,formality,2,3,Who is the mother of Nephalion's father?,Europa,Rhea,Europa,0.0
2hop__124807_135019,style,paraphrase,0,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,style,paraphrase,0,1,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,style,paraphrase,0,2,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,style,paraphrase,0,3,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,style,paraphrase,1,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,style,paraphrase,1,1,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,style,paraphrase,1,2,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,style,paraphrase,1,3,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
2hop__124807_135019,style,paraphrase,2,0,Who is the mother of Nephalion's father?,Europa,Europa,Europa,1.0
2hop__124807_135019,style,paraphrase,2,1,Who is the mother of Nephalion's father?,Europa,Augusta Leigh,Europa,0.0
